0.462106;"353918,00";-0.184235;-0.008021;"1061662,00";"1389768,00";"1069414,00";"3245501,00";0.525895;"1272628,00";"-3554709,00";"1722959,00";-0.097914;"1331701,00";"-5515153,00";0.052016;0.062277;"-1136504,00";"-5008318,00";"-2097153,00";c2
"1171071,00";"2518798,00";0.518522;"18122127,00";-0.54728;0.883932;"1098172,00";0.775615;"1152599,00";"1371955,00";-0.817606;"1748768,00";0.938047;"-1670271,00";"-4720513,00";0.487095;-0.651616;"-1228238,00";"36919456,00";"1770262,00";c4
"1770783,00";0.920831;0.854444;"-9950877,00";-0.06321;0.971641;"4819243,00";"54486352,00";"1723308,00";"1213279,00";0.290724;"150607,00";0.910325;-0.52492;"-3962607,00";0.103983;-0.225308;"-2100388,00";"-21662987,00";"2675022,00";c4
"1485235,00";"2823463,00";0.357699;-0.294088;0.460119;0.500406;"-4425909,00";"26246043,00";"1929832,00";0.483106;"-3397159,00";"1779232,00";0.932435;"-1002214,00";"-3857432,00";0.319252;0.209371;"-1367107,00";-0.505716;"5051375,00";c4
-0.104898;"6093294,00";0.808595;-0.281528;"1945026,00";0.552552;0.815984;0.387801;0.882982;"1568645,00";"3300667,00";"1832866,00";0.904772;"4148292,00";"1624156,00";0.782373;-0.280206;-0.172236;"7820454,00";-0.765504;c2
0.405286;0.604746;"-1595866,00";"-2331004,00";-0.501906;0.553015;-0.824191;"-3938442,00";"13032,00";"1051128,00";"-1176827,00";"1511285,00";0.303197;"-1462601,00";"-5195587,00";0.166427;"-1525752,00";"-181575,00";"-4102793,00";"4512324,00";c4
0.194417;0.191052;"917857,00";"-3407595,00";0.757645;0.825741;"3175928,00";"-1678322,00";0.923499;0.217157;"1529549,00";"1431767,00";-0.920768;-0.424391;-0.470334;0.581905;0.962116;"1223948,00";0.690365;-0.394639;c1
0.990338;"3026631,00";"1542366,00";"771077,00";"-10693,00";-0.062961;0.494438;-0.220279;"138503,00";-0.208772;0.488728;"1747308,00";0.414851;"1143242,00";0.834694;0.990524;"-2343064,00";"-177546,00";"1840311,00";0.141618;c3
"1085426,00";-0.156425;"2200854,00";"-3985388,00";"-2228954,00";0.766403;"1894279,00";"7110545,00";"1713091,00";0.893504;"2616404,00";"1540549,00";"121103,00";"-155919,00";"-5515256,00";0.325578;"1601555,00";"-1788446,00";"-58186,00";"5544822,00";c4
0.154569;"1885194,00";"3830012,00";"1214887,00";"1928884,00";0.532122;0.572584;"2491284,00";0.508626;-0.220525;"-1160977,00";"188813,00";-0.035107;0.943503;"1252396,00";0.509889;"-1368127,00";"-3122835,00";"3742217,00";0.863996;c3
0.253866;-0.293062;"-8210171,00";"-2663862,00";0.855712;0.920833;"-3510718,00";"52866005,00";"108428,00";0.61173;0.674175;"1519633,00";-0.548588;0.945721;"-2318874,00";0.426704;"1563273,00";"-1289563,00";"2413404,00";"-1910249,00";c1
"1262957,00";"10753,00";"3832408,00";"5300559,00";-0.481042;0.843476;"4325099,00";"43413284,00";"1364633,00";0.824259;"6296246,00";"156996,00";0.824211;-0.212521;"-1737018,00";0.697083;0.537097;"-1410477,00";"1100352,00";"5334479,00";c4
0.063745;"1491529,00";"-2993101,00";"-5550721,00";"1986349,00";0.707948;"3176862,00";"2420143,00";0.291248;0.35512;0.422217;"1499068,00";0.388954;"-1802314,00";"-3938449,00";0.523884;"2526875,00";"-2635564,00";"-13547884,00";"2378604,00";c4
"1065257,00";"2411544,00";0.824348;0.014453;"184509,00";0.352586;-0.550765;0.87315;"187023,00";0.732434;"-1113837,00";"1969689,00";0.664114;"232345,00";"-106326,00";0.227176;"1783573,00";"-2027142,00";"-1440824,00";"-23795122,00";c2
0.888247;-0.052286;"5057223,00";"-4034895,00";0.54833;0.746417;"4905241,00";"-7355629,00";"12675,00";0.4984;"1374994,00";"1820058,00";-0.765367;0.552816;-0.344312;0.896653;"1450246,00";"4832836,00";"1231995,00";"1406627,00";c1
