-1;0.0
16;99.40483197777999;
-1;0.0
3;95.50456743207346;
1;0.0;
-1;0.0
6;99.90942436707986;
3;94.20368114964137;
1;0.0;
2;95.91633609208111;
32;96.83772233983163;
2;0.0;
64;97.17710255234094;
-1;0.0
3;78.51227106009122;
2;0.0;
-1;0.0
1;0.0;
-1;0.0
2;84.3774595436232;
6;99.92456326694385;
4;99.898487411482;
4;99.89269623319693;
4;99.84555154832849;
4;99.84555154832849;
11;99.7673197007609;
17;99.2980542122583;
2;96.0511218772307;
2;95.57006866101129;
18;94.68455908452306;
3;93.26202399027633;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
2;0.0;
-1;0.0
2;0.0;
-1;0.0
3;99.97150312243164;
4;99.90975188195183;
7;99.8482952323366;
2;97.75266712512253;
3;96.71372785190265;
3;95.76321305537802;
17;91.7574967709451;
2;81.97144746622128;
2;0.0;
-1;0.0
1;0.0;
1;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
2;0.0;
1;0.0;
-1;0.0
3;99.97150312243164;
11;99.87158850038279;
2;96.55989541923108;
2;94.72943733796897;
2;93.61828891500357;
2;91.05267476889816;
2;81.97144746622128;
2;59.32039111799241;
-1;0.0
3;0.0;
-1;0.0
-1;0.0
0;0.0;
-1;0.0
-1;0.0
3;0.0;
-1;0.0
-1;0.0
2;0.0;
1;0.0;
3;99.97150312243164;
11;99.87158850038279;
4;98.55687454304645;
20;94.51474927416669;
2;91.65397105977975;
2;78.0738444433815;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
0;0.0;
2;0.0;
1;0.0;
1;0.0;
-1;0.0
-1;0.0
3;99.97150312243164;
6;99.9066463727876;
32;96.83772233983163;
32;96.83772233983163;
2;94.5297098729525;
2;93.6648434883314;
16;90.93007596462749;
2;86.60016587766694;
2;81.97144746622128;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
1;0.0;
1;0.0;
-1;0.0
1;0.0;
-1;0.0
1;0.0;
0;0.0;
3;99.97150312243164;
8;99.89800173901827;
10;99.86426867480408;
7;99.81030931684401;
26;99.0528134082168;
32;96.83772233983163;
2;96.19168498752694;
2;56.946621042087365;
2;0.0;
-1;0.0
3;0.0;
-1;0.0
2;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
3;99.97150312243164;
9;99.8405171883964;
8;99.81268329568863;
2;97.75775735334562;
32;96.83772233983163;
32;96.83772233983163;
2;94.17451806057284;
2;92.15127367668751;
4;91.13182747908736;
2;90.51512304176867;
2;84.58500162272593;
1;0.0;
2;0.0;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
2;0.0;
1;0.0;
3;99.97150312243164;
6;99.90942436707986;
10;99.86426867480408;
13;99.74336935119712;
7;99.5135857932445;
10;99.36331045803355;
64;97.17710255234094;
32;96.83772233983163;
14;93.97306412050442;
20;92.15179297267825;
3;85.87409577305954;
2;69.43568160114751;
3;67.5510354001294;
1;0.0;
1;0.0;
-1;0.0
1;0.0;
1;0.0;
1;0.0;
-1;0.0
3;99.97150312243164;
16;99.32956030958002;
16;99.32956030958002;
5;98.7105375263391;
64;97.17710255234094;
2;94.68577860658611;
3;93.69104984174186;
12;93.65426464089681;
3;92.63758120526848;
2;83.50353879125615;
1;0.0;
-1;0.0
2;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
2;80.09369028237381;
1;0.0;
0;0.0;
-1;0.0
2;56.946621042087365;
-1;0.0
2;90.33830550835964;
-1;0.0
-1;0.0
6;99.92044342932441;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
1;0.0;
2;56.946621042087365;
-1;0.0
-1;0.0
4;99.92657274071996;
6;99.90200436556943;
7;99.89602228197475;
3;93.69104984174186;
18;91.50150374319527;
2;90.01411774128655;
5;87.52408439025157;
1;0.0;
1;0.0;
-1;0.0
-1;0.0
0;0.0;
3;0.0;
2;0.0;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
4;99.92657274071996;
32;96.83772233983163;
2;95.9610380413899;
3;94.36906654052699;
2;89.93883527253418;
2;87.13221508587358;
3;81.47795217830726;
3;67.5510354001294;
2;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
4;99.92657274071996;
6;99.90824662519503;
10;99.73516386255889;
32;96.83772233983163;
32;96.83772233983163;
3;95.87957178284834;
4;94.90426735964002;
2;94.72943733796897;
3;94.2428662807863;
2;91.11027856638799;
3;89.90480280930704;
2;83.52061809259848;
2;74.77436710860138;
2;72.8062958642207;
-1;0.0
1;0.0;
3;0.0;
-1;0.0
-1;0.0
1;0.0;
4;99.92657274071996;
7;99.90541087854194;
2;97.74353158796738;
32;96.83772233983163;
3;95.6218497908024;
2;94.56696850580741;
2;88.92360019600576;
2;78.0738444433815;
2;58.5008114771544;
1;0.0;
-1;0.0
2;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
4;99.92657274071996;
6;99.92044342932441;
6;99.92044342932441;
6;99.90843603744631;
7;99.87156682732171;
11;99.7673197007609;
2;96.79579331944;
16;93.55954828742658;
2;92.94663201016702;
2;81.97144746622128;
2;72.8062958642207;
2;56.946621042087365;
2;56.946621042087365;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
-1;0.0
4;99.92657274071996;
6;99.92456326694385;
7;99.89121429442956;
32;96.83772233983163;
2;93.8638208331449;
3;91.63588251342534;
2;88.29152572475479;
2;79.45516034907585;
-1;0.0
2;0.0;
-1;0.0
1;0.0;
1;0.0;
2;0.0;
1;0.0;
0;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
4;99.92657274071996;
3;99.73729300935975;
7;99.5135857932445;
3;96.99035367285576;
208;96.83772233983163;
2;90.26351061871885;
2;83.52061809259848;
2;81.97144746622128;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
4;99.92657274071996;
4;99.90975188195183;
4;99.89269623319693;
7;99.87156593021867;
20;99.82008828957385;
6;99.77068514511002;
32;96.83772233983163;
3;94.8071485407307;
3;94.57086046145038;
4;93.1790422898962;
6;92.31854656574878;
2;84.58500162272593;
2;59.32039111799241;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
1;0.0;
1;0.0;
4;99.92657274071996;
10;99.85249405769227;
14;99.75783628962867;
2;95.91633609208111;
2;94.5297098729525;
3;67.5510354001294;
2;58.5008114771544;
-1;0.0
-1;0.0
-1;0.0
0;0.0;
-1;0.0
1;0.0;
1;0.0;
1;0.0;
0;0.0;
1;0.0;
-1;0.0
1;0.0;
2;0.0;
13;99.33447858840435;
3;93.95483866300134;
-1;0.0
5;99.42446108047746;
3;89.8618250875985;
-1;0.0
-1;0.0
11;99.83557699370739;
5;94.67727151861601;
2;58.5008114771544;
6;99.9066463727876;
-1;0.0
3;90.43516388477873;
-1;0.0
-1;0.0
2;76.82403620978788;
4;93.4625661054467;
2;77.82501702633262;
2;0.0;
-1;0.0
6;99.9066463727876;
7;99.90278676060157;
24;99.7120413945758;
20;94.51474927416669;
3;90.54634598379292;
3;85.87409577305954;
2;83.52061809259848;
2;69.43568160114751;
2;57.06689804536978;
-1;0.0
2;0.0;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
2;0.0;
1;0.0;
-1;0.0
-1;0.0
6;99.9066463727876;
5;99.85082418748281;
208;96.83772233983163;
208;96.83772233983163;
32;96.83772233983163;
3;96.42970973252748;
2;94.24600822846388;
6;92.31854656574878;
4;91.82781232846791;
2;89.07156809179406;
2;85.48412578240843;
2;0.0;
-1;0.0
1;0.0;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
3;0.0;
-1;0.0
6;99.9066463727876;
5;98.7105375263391;
4;98.56688715722586;
2;92.94663201016702;
18;91.50150374319527;
2;89.97684963442386;
3;86.69692904213146;
2;83.52061809259848;
2;79.15861737407556;
2;76.82403620978788;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
6;99.9066463727876;
4;99.88043934083544;
3;94.38133026785988;
4;91.13182747908736;
3;90.54634598379292;
3;85.87409577305954;
2;83.54926809759876;
2;72.8062958642207;
2;59.32039111799241;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
1;0.0;
0;0.0;
3;0.0;
-1;0.0
-1;0.0
-1;0.0
8;99.91279727537542;
4;99.90975188195183;
6;99.9066463727876;
2;96.88871675222487;
32;96.83772233983163;
2;95.67796920570902;
3;94.52986968559411;
2;93.70296313769347;
8;92.64949010907728;
3;90.54634598379292;
2;83.52061809259848;
2;58.5008114771544;
-1;0.0
2;0.0;
1;0.0;
-1;0.0
-1;0.0
3;0.0;
-1;0.0
1;0.0;
8;99.91279727537542;
4;99.90975188195183;
10;99.85249405769227;
32;96.83772233983163;
3;96.37227616102356;
2;95.57006866101129;
2;95.13556775042635;
2;93.83386767717516;
4;92.84308399971371;
2;81.97144746622128;
2;81.97144746622128;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
3;0.0;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
8;99.91279727537542;
9;99.87754069241976;
16;99.75641717663383;
2;97.73949960545788;
64;97.17710255234094;
20;92.15179297267825;
3;89.90480280930704;
2;85.09766385324974;
2;83.50353879125615;
2;80.09369028237381;
2;79.45516034907585;
2;78.0738444433815;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
0;0.0;
-1;0.0
-1;0.0
8;99.91279727537542;
7;99.90278676060157;
2;95.91633609208111;
3;95.1598510870707;
3;93.93853852702951;
6;89.42773205587888;
2;0.0;
-1;0.0
2;0.0;
-1;0.0
-1;0.0
2;0.0;
-1;0.0
1;0.0;
-1;0.0
1;0.0;
-1;0.0
1;0.0;
1;0.0;
-1;0.0
4;99.92267261034615;
11;99.87158850038279;
13;99.33447858840435;
2;97.72138024325112;
4;95.02217999880061;
16;93.5074875904839;
19;84.52390631300784;
2;58.5008114771544;
1;0.0;
2;0.0;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
2;0.0;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
2;76.82403620978788;
4;99.88043934083544;
6;99.90843603744631;
5;99.7884899012692;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
3;67.5510354001294;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
1;0.0;
-1;0.0
6;94.16320386794371;
6;99.92456326694385;
11;99.83958282661071;
14;99.75783628962867;
13;99.74336935119712;
32;96.83772233983163;
2;93.98870643054683;
2;91.66189025773375;
18;90.86934316942195;
2;88.6649613485859;
2;85.06386062475053;
2;81.97144746622128;
-1;0.0
-1;0.0
1;0.0;
0;0.0;
-1;0.0
1;0.0;
-1;0.0
1;0.0;
2;0.0;
6;99.92456326694385;
5;98.64500744621797;
14;98.05754835284293;
32;96.83772233983163;
36;94.61361997511345;
2;94.5297098729525;
2;93.51207665320806;
2;91.66189025773375;
2;89.06940518493076;
2;88.43256015535877;
3;85.57085428211906;
2;72.8062958642207;
-1;0.0
2;0.0;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
4;99.92657274071996;
6;99.90692748317966;
2;96.19168498752694;
4;96.03957229847047;
2;94.72220186030741;
8;92.64949010907728;
4;89.16676758737039;
2;87.8312464384124;
2;81.97144746622128;
-1;0.0
1;0.0;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
0;0.0;
-1;0.0
-1;0.0
-1;0.0
4;99.92657274071996;
6;98.75976804826053;
3;94.52986968559411;
4;92.95398440201484;
2;78.0738444433815;
2;58.5008114771544;
1;0.0;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
1;0.0;
-1;0.0
2;0.0;
-1;0.0
1;0.0;
1;0.0;
-1;0.0
4;99.92657274071996;
6;99.92456326694385;
4;99.91732068147311;
14;99.82205641356765;
2;91.90350625016325;
2;88.92360019600576;
3;67.5510354001294;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
1;0.0;
1;0.0;
-1;0.0
1;0.0;
1;0.0;
-1;0.0
3;0.0;
-1;0.0
-1;0.0
4;99.92657274071996;
4;98.60422055663096;
4;98.56316147091704;
3;94.18479188763673;
8;89.14900696812285;
2;88.17979404132385;
3;85.87409577305954;
2;81.97144746622128;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
1;0.0;
2;0.0;
-1;0.0
4;99.92657274071996;
5;99.42446108047746;
15;98.77301433683847;
4;98.56688715722586;
32;96.83772233983163;
4;94.1177637216979;
4;93.86278276533815;
2;90.55545751684865;
3;85.87409577305954;
2;83.52061809259848;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
4;99.92657274071996;
7;99.86722870778947;
208;96.83772233983163;
2;94.09421188908493;
3;93.95483866300134;
6;92.8327293505766;
6;89.44710208156391;
2;85.8740729296265;
2;79.15861737407556;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
2;0.0;
2;0.0;
-1;0.0
2;0.0;
4;99.92657274071996;
4;99.90975188195183;
14;99.81406901975234;
16;99.32956030958002;
3;93.84166005930096;
2;90.38493564658629;
2;87.36274721370117;
2;85.46811520061625;
2;81.97144746622128;
1;0.0;
-1;0.0
2;0.0;
2;0.0;
-1;0.0
2;0.0;
1;0.0;
2;0.0;
3;0.0;
-1;0.0
3;0.0;
9;75.90916393391292;
3;93.51449489576875;
-1;0.0
14;98.05754835284293;
3;92.95262338583002;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
3;80.59440624784415;
1;0.0;
-1;0.0
3;0.0;
1;0.0;
-1;0.0
1;0.0;
64;97.17710255234094;
-1;0.0
2;94.5649612523867;
-1;0.0
6;99.92456326694385;
5;99.7884899012692;
16;99.40483197777999;
32;96.83772233983163;
2;94.9781332380735;
2;88.09213484095272;
2;76.82403620978788;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
2;0.0;
3;0.0;
-1;0.0
1;0.0;
0;0.0;
-1;0.0
3;0.0;
-1;0.0
1;0.0;
6;99.92456326694385;
4;99.81586389013135;
22;99.79977624513772;
16;99.32956030958002;
32;96.83772233983163;
6;92.20134616483651;
2;57.06689804536978;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
6;99.92456326694385;
6;99.9066463727876;
7;99.85643313470152;
5;99.83065365800098;
7;99.81030931684401;
32;96.83772233983163;
32;96.83772233983163;
32;96.83772233983163;
2;95.59561104180689;
2;94.56659880863961;
2;93.1462681881912;
2;78.0738444433815;
2;74.77436710860138;
2;69.43568160114751;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
1;0.0;
6;99.92456326694385;
10;99.36331045803355;
18;94.68455908452306;
16;93.55954828742658;
16;93.5074875904839;
3;93.37775008711272;
4;92.95398440201484;
2;88.92360019600576;
2;88.92360019600576;
2;85.42784200434271;
2;84.58500162272593;
-1;0.0
-1;0.0
2;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
6;99.92456326694385;
6;99.90200381284272;
6;99.90200381284272;
6;99.77068514511002;
32;96.83772233983163;
2;95.09468302969475;
3;94.52986968559411;
3;94.17713130283451;
-1;0.0
-1;0.0
0;0.0;
1;0.0;
1;0.0;
-1;0.0
-1;0.0
2;0.0;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
6;99.92456326694385;
11;99.83958282661071;
5;99.7884899012692;
26;99.0528134082168;
18;94.68455908452306;
2;94.39742463958548;
2;89.78679099590737;
2;79.45516034907585;
2;72.8062958642207;
0;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
3;0.0;
-1;0.0
-1;0.0
-1;0.0
6;99.92456326694385;
14;99.81406901975234;
7;99.81030931684401;
15;99.33865290191775;
32;96.83772233983163;
208;96.83772233983163;
12;93.65426464089681;
4;93.1790422898962;
3;92.45954809026897;
2;83.52061809259848;
1;0.0;
-1;0.0
-1;0.0
0;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
0;0.0;
-1;0.0
6;99.92456326694385;
7;99.89602228197475;
