-1;0.0
3;81.93104064004484;
-1;0.0
3;86.17608971909179;
5;98.64500744621797;
5;99.92182792189223;
-1;0.0
-1;0.0
5;99.83541440355964;
3;92.95262338583002;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
3;0.0;
32;96.83772233983163;
2;85.84942772995488;
1;0.0;
-1;0.0
1;0.0;
5;99.92182792189223;
4;99.90975188195183;
12;94.89658179049016;
2;94.5297098729525;
4;92.8776908137723;
2;89.17555864227117;
5;88.67734770414117;
2;83.52061809259848;
2;81.97144746622128;
2;81.97144746622128;
-1;0.0
1;0.0;
2;0.0;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
3;99.99953612047227;
8;99.91279727537542;
6;99.90843603744631;
4;99.88043934083544;
5;91.12797298625779;
1;0.0;
-1;0.0
1;0.0;
1;0.0;
1;0.0;
0;0.0;
2;0.0;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
3;99.99953612047227;
9;99.8405171883964;
13;95.61477816266967;
5;93.21099897043578;
3;90.54634598379292;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
1;0.0;
-1;0.0
-1;0.0
3;99.99953612047227;
6;99.9066463727876;
4;99.898487411482;
14;99.82205641356765;
19;99.40112208863388;
14;97.93063606511282;
2;95.59561104180689;
6;89.42307380644776;
2;0.0;
-1;0.0
1;0.0;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
0;0.0;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
3;99.99953612047227;
3;99.97870644942533;
3;99.95866058115237;
6;99.92044342932441;
6;99.90843603744631;
6;99.9066463727876;
4;99.88513969315656;
3;99.73729300935975;
13;99.33447858840435;
2;97.74353158796738;
6;92.8327293505766;
20;92.15179297267825;
-1;0.0
0;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
-1;0.0
3;99.99953612047227;
12;99.86133976087113;
4;98.55687454304645;
9;98.27814313026856;
2;96.19168498752694;
3;94.5301723610224;
2;93.21702307263658;
10;92.7186573592648;
2;88.40349982168499;
3;86.71158618577542;
3;85.87409577305954;
2;83.52061809259848;
2;79.15861737407556;
-1;0.0
0;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
2;0.0;
3;99.99953612047227;
6;99.90942436707986;
10;99.86426867480408;
12;99.86133976087113;
32;96.83772233983163;
32;96.83772233983163;
2;79.15861737407556;
2;59.32039111799241;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
0;0.0;
-1;0.0
2;0.0;
2;0.0;
-1;0.0
-1;0.0
2;0.0;
-1;0.0
3;99.99953612047227;
4;99.89269623319693;
10;99.84922475187294;
3;93.95483866300134;
3;91.36660325008215;
3;86.76403145272202;
3;86.54912707945283;
2;84.58500162272593;
2;83.37207502361363;
2;76.82403620978788;
3;0.0;
1;0.0;
1;0.0;
-1;0.0
-1;0.0
3;0.0;
-1;0.0
3;0.0;
-1;0.0
-1;0.0
3;99.99953612047227;
7;99.90278676060157;
7;99.84898752809029;
5;98.83663745965782;
32;96.83772233983163;
3;90.54634598379292;
2;84.58500162272593;
2;77.82501702633262;
2;59.32039111799241;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
0;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
3;85.87409577305954;
2;89.37861157066054;
4;99.91732068147311;
-1;0.0
2;81.97144746622128;
1;0.0;
2;95.419422666515;
-1;0.0
12;88.31265140197735;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
208;96.83772233983163;
1;0.0;
1;0.0;
-1;0.0
1;0.0;
-1;0.0
4;99.91732068147311;
7;99.89121429442956;
11;99.81744666867338;
13;99.33447858840435;
2;94.66112246972085;
17;94.14613634509601;
3;93.95483866300134;
7;93.41180580256461;
2;85.01213993806145;
2;84.07087799589019;
3;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
6;99.92457343487146;
22;99.79977624513772;
32;96.83772233983163;
3;92.95262338583002;
2;91.36589990841213;
3;67.5510354001294;
2;59.32039111799241;
2;58.5008114771544;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
1;0.0;
0;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
6;99.92457343487146;
17;99.2980542122583;
2;89.99403585112601;
-1;0.0
2;0.0;
-1;0.0
-1;0.0
-1;0.0
0;0.0;
1;0.0;
2;0.0;
1;0.0;
-1;0.0
1;0.0;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
-1;0.0
1;0.0;
6;99.92457343487146;
4;99.89269623319693;
10;99.85249405769227;
2;94.61155033861488;
7;93.41180580256461;
2;89.69085042174875;
3;86.54912707945283;
2;78.0738444433815;
-1;0.0
-1;0.0
1;0.0;
1;0.0;
-1;0.0
-1;0.0
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
-1;0.0
6;99.92457343487146;
4;99.88043934083544;
7;99.87156593021867;
32;96.83772233983163;
3;96.81333063528547;
3;93.93853852702951;
2;93.83862914663632;
2;88.92360019600576;
2;86.09419119162148;
2;85.60420491762079;
-1;0.0
-1;0.0
-1;0.0
1;0.0;
1;0.0;
-1;0.0
-1;0.0
-1;0.0
-1;0.0
1;0.0;
6;99.92457343487146;
11;99.7673197007609;
19;99.40112208863388;
3;92.95262338583002;
20;91.13322226620694;
2;88.92360019600576;
2;88.92360019600576;
2;81.97144746622128;
1;0.0;
1;0.0;
1;0.0;
-1;0.0
1;0.0;
1;0.0;
1;0.0;
1;0.0;
1;0.0;
-1;0.0
2;0.0;
0;0.0;
6;99.92457343487146;
4;99.90975188195183;
