B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=39.111115} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=39.111115};ASH->AttractionTree->DensityTree";94.52288341711818"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=40.333332} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889};ASH->AttractionTree->DensityTree";94.52288341711818"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=40.333332} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889};ASH->AttractionTree->DensityTree";94.52288341711818"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=40.333332} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889};ASH->AttractionTree->DensityTree";94.52288341711818"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=40.333332} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889};AttractionTree->DensityTree";99.99992138139775"; {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0} {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0};AttractionTree->DensityTree";99.99992138139775"; {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0} {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0};AttractionTree->DensityTree";99.99992138139775"; {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0} {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0};AttractionTree->DensityTree";99.99992138139775"; {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0} {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0};AttractionTree->DensityTree";99.99992138139775"; {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0} {DHC_MINPTS=8.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=15.0}
ASH->AttractionTree->DensityTree";90.33722554566492"; {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=60.0} {DHC_MINPTS=20.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=11.888889} {DHC_MINPTS=20.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=11.888889};CandidatesByNpts->ClusterByConnectiveness";85.85786437626905"; {DBCLASD_PTS=5.2222223} {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=44.555557};CandidatesByNpts->ClustersByDistribution";70.51897012206597"; {DBCLASD_PTS=5.2222223} {DBCLASD_PTS=5.2222223};AttractionTree->DensityTree";93.03987280605801"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=48.888885, DHC_SIGMA=7.2222223} {DHC_MINPTS=18.333332, DHC_THRESHOLD=48.888885, DHC_SIGMA=7.2222223};AdaptableKDTree->MergeByDistance";83.07734631278169"; {DESCRY_DENSITY=46.888885, DESCRY_K=10.0} {DESCRY_DENSITY=46.888885, DESCRY_K=10.0};AttractionTree->DensityTree";97.55155024617827"; {DHC_MINPTS=15.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=15.0} {DHC_MINPTS=15.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=15.0};ASH->AttractionTree->DensityTree";97.19547261246242"; {DENCLUE_EPSILON=13.366667, DENCLUE_SIGMA=14.111111} {DHC_MINPTS=20.0, DHC_THRESHOLD=43.333332, DHC_SIGMA=10.333334} {DHC_MINPTS=20.0, DHC_THRESHOLD=43.333332, DHC_SIGMA=10.333334};CandidatesByNpts->ClusterByConnectiveness";84.98652589361926"; {DBCLASD_PTS=3.1111112} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=17.333334};AdaptableKDTree->MergeByOverlap";83.958426068348"; {DESCRY_DENSITY=7.5555553, DESCRY_K=4.0} {PHC_RADIUS=18.0, PHC_GRID=7.3333335};AttractionTree->DensityTree";97.61460232319548"; {DHC_MINPTS=16.666666, DHC_THRESHOLD=32.22222, DHC_SIGMA=15.0} {DHC_MINPTS=16.666666, DHC_THRESHOLD=32.22222, DHC_SIGMA=15.0}
Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=10.555555} {AMR_SLICES=10.555555, AMR_LAMBDA=17.0, AMR_DENSITY=15.777779} {AMR_SLICES=10.555555, AMR_LAMBDA=17.0, AMR_DENSITY=15.777779};AdaptableKDTree->MergeByDistance";84.79810647459666"; {DESCRY_DENSITY=7.5555553, DESCRY_K=8.0} {DESCRY_DENSITY=7.5555553, DESCRY_K=8.0};CandidatesByNpts->ClustersByDistribution";64.18702393620532"; {DBCLASD_PTS=11.555555} {DBCLASD_PTS=11.555555};CandidatesByNpts->ClusterByConnectiveness";90.83484861008832"; {DBCLASD_PTS=5.2222223} {DBSCAN_NUM_PTS=17.88889, DBSCAN_MAX_DIST=39.111115};CandidatesByDistance->ClustersByDistribution";65.69365363547148"; {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=50.0} {DBCLASD_PTS=13.666667};CandidatesByNpts->ClustersByDistribution";61.73727295276097"; {DBCLASD_PTS=7.3333335} {DBCLASD_PTS=7.3333335};ASH->AttractionTree->DensityTree";92.79882314824141"; {DENCLUE_EPSILON=13.366667, DENCLUE_SIGMA=60.0} {DHC_MINPTS=16.666666, DHC_THRESHOLD=43.333332, DHC_SIGMA=13.444445} {DHC_MINPTS=16.666666, DHC_THRESHOLD=43.333332, DHC_SIGMA=13.444445};DenseAreas->ClusterByPartition";75.71552153416214"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.1333334} {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.1333334};DistanceInformation->CandidatesByNpts->ClustersByDistribution";76.73055473554426"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.8888888} {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779};AttractionTree->DensityTree";94.21233668117122"; {DHC_MINPTS=10.0, DHC_THRESHOLD=21.11111, DHC_SIGMA=15.0} {DHC_MINPTS=10.0, DHC_THRESHOLD=21.11111, DHC_SIGMA=15.0}
ASH->AttractionTree->DensityTree";94.52288341711818"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=40.333332} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889} {DHC_MINPTS=10.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889};CandidatesByNpts->ClustersByDistribution";63.87369534298859"; {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779};DistanceInformation->ClusterByDensityPeak";59.24674140298597"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=2.7777777};AttractionTree->DensityTree";85.33147607118877"; {DHC_MINPTS=11.666666, DHC_THRESHOLD=54.444443, DHC_SIGMA=2.5555556} {DHC_MINPTS=11.666666, DHC_THRESHOLD=54.444443, DHC_SIGMA=2.5555556};CandidatesByNpts->ClustersByDistribution";65.68796514830817"; {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779};CandidatesByNpts->ClustersByDistribution";49.939848130721906"; {DBCLASD_PTS=13.666667} {DBCLASD_PTS=13.666667};ASH->AttractionTree->DensityTree";92.03157110318926"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=40.333332} {DHC_MINPTS=20.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=13.444445} {DHC_MINPTS=20.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=13.444445};CandidatesByNpts->ClustersByDistribution";62.620156981380816"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};DistanceInformation->ClusterByDensityPeak";64.96278228041575"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.8888888} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.8888888};ASH->AttractionTree->DensityTree";92.79882314824141"; {DENCLUE_EPSILON=15.577778, DENCLUE_SIGMA=60.0} {DHC_MINPTS=11.666666, DHC_THRESHOLD=43.333332, DHC_SIGMA=7.2222223} {DHC_MINPTS=11.666666, DHC_THRESHOLD=43.333332, DHC_SIGMA=7.2222223}
CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=9.444445} {DBCLASD_PTS=9.444445};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";56.939668527133215"; {K_THRESHOLD=32.22222} {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=2.7777777};CandidatesByNpts->ClustersByDistribution";49.41232783726499"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};CandidatesByNpts->ClusterByConnectiveness";83.98058181664804"; {DBCLASD_PTS=3.1111112} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=6.4444447};DistanceInformation->ClusterByDensityPeak";64.97978003029743"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.2222222};AdaptableKDTree->MergeByDistance";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=4.0} {DESCRY_DENSITY=60.0, DESCRY_K=4.0};AdaptableKDTree->MergeByOverlap";83.4996871533628"; {DESCRY_DENSITY=14.111111, DESCRY_K=20.0} {PHC_RADIUS=50.0, PHC_GRID=12.666667};ASH->ClustersByDistribution";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=33.77778} {DBCLASD_PTS=7.3333335};DistanceInformation->ClusterByDensityPeak";63.33113705524347"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.6666667} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.6666667};AdaptableKDTree->MergeByOverlap";83.07734631278169"; {DESCRY_DENSITY=46.888885, DESCRY_K=20.0} {PHC_RADIUS=50.0, PHC_GRID=44.666668}
CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=28.222223} {DBCLASD_PTS=5.2222223};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=33.77778};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=15.577778, DENCLUE_SIGMA=60.0};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";66.27360423372049"; {K_THRESHOLD=14.444445} {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.1111112};CandidatesBySNN->MergeByOverlap";0.0"; {K_THRESHOLD=14.444445} {PHC_RADIUS=28.666668, PHC_GRID=50.0};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.033333424} {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=53.444443};DenseAreas->ClusterByPartition";83.21637283406622"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.26666668} {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.26666668};CandidatesBySNN->ClusterByConnectiveness";0.0"; {K_THRESHOLD=45.555557} {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=50.0};CandidatesBySNN->SNNByConnectiveness";0.0"; {K_THRESHOLD=23.333334} {K_THRESHOLD=23.333334, SNN_NUM_PTS=26.88889, SNN_MAX_DIST=56.0};CandidatesByNpts->ClustersByDistribution";72.27369391444309"; {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112}
AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=46.888885, DESCRY_K=16.0} {AMR_SLICES=27.222221, AMR_LAMBDA=19.666668, AMR_DENSITY=13.666667};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=14.111111};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=40.333332, DESCRY_K=12.0} {AMR_SLICES=27.222221, AMR_LAMBDA=25.0, AMR_DENSITY=17.88889};DistanceInformation->ClusterByDensityPeak";63.33113705524347"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.2222222};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=12.0} {AMR_SLICES=7.7777777, AMR_LAMBDA=25.0, AMR_DENSITY=20.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=50.0} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=50.0};DistanceInformation->ClusterByDensityPeak";74.05015621440607"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.2222222};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=53.444443, DESCRY_K=8.0} {PHC_RADIUS=39.333336, PHC_GRID=39.333336};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=17.788889, DENCLUE_SIGMA=27.222221};CandidatesByNpts->ClustersByDistribution";63.5583025834478"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0}
DenseAreas->AMRTree->MergeByOverlap";0.0"; {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.26666668} {AMR_SLICES=10.555555, AMR_LAMBDA=17.0, AMR_DENSITY=15.777779} {PHC_RADIUS=18.0, PHC_GRID=18.0};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=46.888885} {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=46.888885};DenseAreas->ClusterByPartition";0.0"; {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.3} {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.3};DenseAreas->ClusterByPartition";59.473268912195934"; {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.1333334} {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.1333334};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=40.333332, DESCRY_K=6.0} {AMR_SLICES=10.555555, AMR_LAMBDA=19.666668, AMR_DENSITY=9.444445};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=18.88889} {AMR_SLICES=18.88889, AMR_LAMBDA=25.0, AMR_DENSITY=20.0} {AMR_SLICES=18.88889, AMR_LAMBDA=25.0, AMR_DENSITY=20.0};DistanceInformation->ClusterByDensityPeak";66.27360423372049"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.3333335} {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.3333335};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=7.7777777} {AMR_SLICES=7.7777777, AMR_LAMBDA=6.3333335, AMR_DENSITY=20.0} {AMR_SLICES=7.7777777, AMR_LAMBDA=6.3333335, AMR_DENSITY=20.0};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.5555556} {DBCLASD_PTS=13.666667} {DBSCAN_NUM_PTS=17.88889, DBSCAN_MAX_DIST=50.0};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=50.0} {DBCLASD_PTS=5.2222223}
CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=28.222223} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=28.222223};CandidatesBySNN->ClusterByConnectiveness";0.0"; {K_THRESHOLD=23.333334} {DBSCAN_NUM_PTS=11.555555, DBSCAN_MAX_DIST=28.222223};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=13.666667} {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=39.111115};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=18.88889} {AMR_SLICES=18.88889, AMR_LAMBDA=25.0, AMR_DENSITY=20.0} {AMR_SLICES=18.88889, AMR_LAMBDA=25.0, AMR_DENSITY=20.0};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_NUM_PTS=3.1111112, DBSCAN_MAX_DIST=33.666668} {DBCLASD_PTS=13.666667};DenseAreas->AMRTree->MergeByOverlap";0.0"; {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.16666673} {AMR_SLICES=13.333333, AMR_LAMBDA=25.0, AMR_DENSITY=20.0} {PHC_RADIUS=44.666668, PHC_GRID=7.3333335};DistanceInformation->CandidatesByNpts->ClustersByDistribution";59.48085968903871"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=3.0} {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=50.0} {DESCRY_DENSITY=60.0, DESCRY_K=18.0};DenseAreas->ClusterByPartition";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.20000005} {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.20000005};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=36.666668} {DESCRY_DENSITY=60.0, DESCRY_K=4.0}
Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=24.444443} {AMR_SLICES=24.444443, AMR_LAMBDA=14.333334, AMR_DENSITY=20.0} {PHC_RADIUS=12.666667, PHC_GRID=39.333336};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=17.88889} {DBSCAN_NUM_PTS=11.555555, DBSCAN_MAX_DIST=6.4444447};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.16666673} {DENCLUE_EPSILON=17.788889, DENCLUE_SIGMA=14.111111};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=6.4444447} {DBCLASD_PTS=15.777779};CandidatesBySNN->SNNByConnectiveness";0.0"; {K_THRESHOLD=32.22222} {K_THRESHOLD=32.22222, SNN_NUM_PTS=30.0, SNN_MAX_DIST=56.0};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=7.7777777} {AMR_SLICES=7.7777777, AMR_LAMBDA=14.333334, AMR_DENSITY=3.1111112} {PHC_RADIUS=23.333334, PHC_GRID=23.333334};DenseAreas->AMRTree->MergeByOverlap";0.0"; {CLIQUE_SLICES=11.222222, CLIQUE_THRESHOLD=0.23333336} {AMR_SLICES=7.7777777, AMR_LAMBDA=19.666668, AMR_DENSITY=11.555555} {PHC_RADIUS=28.666668, PHC_GRID=50.0};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=21.666666} {AMR_SLICES=21.666666, AMR_LAMBDA=6.3333335, AMR_DENSITY=20.0} {DESCRY_DENSITY=7.5555553, DESCRY_K=8.0};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=21.666666} {AMR_SLICES=21.666666, AMR_LAMBDA=25.0, AMR_DENSITY=3.1111112} {PHC_RADIUS=18.0, PHC_GRID=34.0};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=18.88889} {AMR_SLICES=18.88889, AMR_LAMBDA=3.6666667, AMR_DENSITY=7.3333335} {AMR_SLICES=18.88889, AMR_LAMBDA=3.6666667, AMR_DENSITY=7.3333335}
