B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
ASH->ClustersByDistribution";0.0"; {DENCLUE_SIGMA=7.5555553, DENCLUE_EPSILON=15.577778} {DBCLASD_PTS=20.0};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0}
AttractionTree->DensityTree";99.8405171883964"; {DHC_SIGMA=15.0, DHC_THRESHOLD=21.11111, DHC_MINPTS=6.6666665} {DHC_SIGMA=15.0, DHC_THRESHOLD=21.11111, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.90975188195183"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=15.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.90942436707986"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=54.444443, DHC_MINPTS=6.6666665} {DHC_SIGMA=13.444445, DHC_THRESHOLD=54.444443, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.87754069241976"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=26.666666, DHC_MINPTS=10.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=26.666666, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.89800173901827"; {DHC_SIGMA=15.0, DHC_THRESHOLD=26.666666, DHC_MINPTS=16.666666} {DHC_SIGMA=15.0, DHC_THRESHOLD=26.666666, DHC_MINPTS=16.666666};AttractionTree->DensityTree";99.90942436707986"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=43.333332, DHC_MINPTS=10.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=43.333332, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.89121429442956"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=20.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.92267261034615"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.92044342932441"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=54.444443, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=54.444443, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.87156593021867"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=43.333332, DHC_MINPTS=15.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=43.333332, DHC_MINPTS=15.0}
ASH->ClustersByDistribution";0.0"; {DENCLUE_SIGMA=60.0, DENCLUE_EPSILON=13.366667} {DBCLASD_PTS=9.444445};AttractionTree->DensityTree";99.33447858840435"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=26.666666, DHC_MINPTS=15.0} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=26.666666, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.89269623319693"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=5.666667, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};ASH->AttractionTree->DensityTree";98.7105375263391"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=11.888889, DHC_THRESHOLD=32.22222, DHC_MINPTS=15.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=32.22222, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.79977624513772"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=15.555555, DHC_MINPTS=15.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=15.555555, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.9066463727876"; {DHC_SIGMA=15.0, DHC_THRESHOLD=43.333332, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=43.333332, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.84555154832849"; {DHC_SIGMA=4.111111, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=4.111111, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.90200436556943"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0} {DHC_SIGMA=8.777778, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=16.666666} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=16.666666};AttractionTree->DensityTree";99.87156593021867"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=54.444443, DHC_MINPTS=6.6666665} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=54.444443, DHC_MINPTS=6.6666665}
CandidatesByDistance->ClustersByDistribution";90.54634598379292"; {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=7.3333335} {DBCLASD_PTS=9.444445};ASH->AttractionTree->DensityTree";98.60107425299621"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=11.155556} {DHC_SIGMA=4.111111, DHC_THRESHOLD=48.888885, DHC_MINPTS=20.0} {DHC_SIGMA=4.111111, DHC_THRESHOLD=48.888885, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.89121429442956"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=18.333332} {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=18.333332};CandidatesByNpts->ClusterByConnectiveness";95.58278533191304"; {DBCLASD_PTS=5.2222223} {DBSCAN_MAX_DIST=39.111115, DBSCAN_NUM_PTS=20.0};AttractionTree->DensityTree";99.0528134082168"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=15.555555, DHC_MINPTS=13.333333} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=15.555555, DHC_MINPTS=13.333333};AttractionTree->DensityTree";99.7120413945758"; {DHC_SIGMA=4.111111, DHC_THRESHOLD=15.555555, DHC_MINPTS=10.0} {DHC_SIGMA=4.111111, DHC_THRESHOLD=15.555555, DHC_MINPTS=10.0};ASH->AttractionTree->DensityTree";99.82606039577878"; {DENCLUE_SIGMA=7.5555553, DENCLUE_EPSILON=4.522222} {DHC_SIGMA=11.888889, DHC_THRESHOLD=32.22222, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=32.22222, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.89269623319693"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0} {DHC_SIGMA=5.666667, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.87754069241976"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=26.666666, DHC_MINPTS=8.333333} {DHC_SIGMA=11.888889, DHC_THRESHOLD=26.666666, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.7673197007609"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=26.666666, DHC_MINPTS=15.0} {DHC_SIGMA=8.777778, DHC_THRESHOLD=26.666666, DHC_MINPTS=15.0}
Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=21.666666} {AMR_LAMBDA=25.0, AMR_SLICES=21.666666, AMR_DENSITY=13.666667} {PHC_GRID=28.666668, PHC_RADIUS=39.333336};CandidatesByNpts->ClusterByConnectiveness";97.76169259482077"; {DBCLASD_PTS=17.88889} {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=5.2222223};AdaptableKDTree->MergeByOverlap";97.17710255234094"; {DESCRY_DENSITY=20.666666, DESCRY_K=20.0} {PHC_GRID=50.0, PHC_RADIUS=34.0};CandidatesByDistance->ClustersByDistribution";93.69104984174186"; {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=20.0} {DBCLASD_PTS=13.666667};CandidatesByNpts->ClustersByDistribution";89.95853225825692"; {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779};AttractionTree->DensityTree";99.0528134082168"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=15.555555, DHC_MINPTS=15.0} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=15.555555, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.40112208863388"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=15.555555, DHC_MINPTS=11.666666} {DHC_SIGMA=8.777778, DHC_THRESHOLD=15.555555, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.5135857932445"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=54.444443, DHC_MINPTS=18.333332} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=54.444443, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.87156593021867"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=54.444443, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=54.444443, DHC_MINPTS=11.666666};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=40.333332, DESCRY_K=14.0} {PHC_GRID=23.333334, PHC_RADIUS=12.666667}
ASH->AttractionTree->DensityTree";99.83541440355964"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=8.944445} {DHC_SIGMA=10.333334, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666} {DHC_SIGMA=10.333334, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=40.333332, DESCRY_K=4.0} {PHC_GRID=28.666668, PHC_RADIUS=28.666668};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=53.444443, DESCRY_K=14.0} {PHC_GRID=44.666668, PHC_RADIUS=44.666668};DistanceInformation->CandidatesByNpts->ClustersByDistribution";83.4982378054965"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};AdaptableKDTree->MergeByDistance";88.09328716426226"; {DESCRY_DENSITY=7.5555553, DESCRY_K=16.0} {DESCRY_DENSITY=7.5555553, DESCRY_K=16.0};CandidatesByDistance->ClusterByConnectiveness";96.82419637038149"; {DBSCAN_MAX_DIST=39.111115, DBSCAN_NUM_PTS=20.0} {DBSCAN_MAX_DIST=39.111115, DBSCAN_NUM_PTS=20.0};CandidatesByDistance->ClusterByConnectiveness";97.75775735334562"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=5.2222223} {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=5.2222223};ASH->AttractionTree->DensityTree";98.83663745965782"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=8.777778, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666} {DHC_SIGMA=8.777778, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666};DistanceInformation->CandidatesByNpts->ClustersByDistribution";94.5297098729525"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.6666667} {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};CandidatesByDistance->ClusterByConnectiveness";96.11178334068192"; {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=3.1111112} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=3.1111112}
CandidatesBySNN->SNNByConnectiveness";0.0"; {K_THRESHOLD=45.555557} {SNN_NUM_PTS=5.111111, K_THRESHOLD=45.555557, SNN_MAX_DIST=34.0};CandidatesByDistance->ClusterByConnectiveness";94.58815798724733"; {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=20.0} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=20.0};CandidatesByDistance->ClustersByDistribution";94.5301723610224"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=20.0} {DBCLASD_PTS=5.2222223};DistanceInformation->ClusterByDensityPeak";79.45516034907585"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=2.1111112};CandidatesByDistance->ClustersByDistribution";83.06245157329074"; {DBSCAN_MAX_DIST=39.111115, DBSCAN_NUM_PTS=5.2222223} {DBCLASD_PTS=15.777779};CandidatesByNpts->ClusterByConnectiveness";94.91425731757359"; {DBCLASD_PTS=3.1111112} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=13.666667};CandidatesByNpts->ClusterByConnectiveness";91.1577527117647"; {DBCLASD_PTS=7.3333335} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=5.2222223};AdaptableKDTree->MergeByDistance";94.51474927416669"; {DESCRY_DENSITY=53.444443, DESCRY_K=20.0} {DESCRY_DENSITY=53.444443, DESCRY_K=20.0};AdaptableKDTree->MergeByDistance";92.64949010907728"; {DESCRY_DENSITY=33.77778, DESCRY_K=8.0} {DESCRY_DENSITY=33.77778, DESCRY_K=8.0};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";95.68199818833246"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=3.0} {DBCLASD_PTS=13.666667} {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=13.666667}
ClustersByAttractors";0.0"; {DENCLUE_SIGMA=60.0, DENCLUE_EPSILON=20.0};AdaptableKDTree->MergeByDistance";92.31854656574878"; {DESCRY_DENSITY=14.111111, DESCRY_K=6.0} {DESCRY_DENSITY=14.111111, DESCRY_K=6.0};CandidatesByNpts->ClustersByDistribution";94.5297098729525"; {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=41.111115} {DESCRY_DENSITY=14.111111, DESCRY_K=20.0};CandidatesByDistance->ClustersByDistribution";79.15861737407556"; {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=7.3333335} {DBCLASD_PTS=5.2222223};CandidatesByNpts->ClusterByConnectiveness";94.39978853348899"; {DBCLASD_PTS=9.444445} {DBSCAN_MAX_DIST=39.111115, DBSCAN_NUM_PTS=17.88889};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.6666667} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.6666667};CandidatesByDistance->ClusterByConnectiveness";94.39742463958548"; {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=15.777779} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=15.777779};DenseAreas->ClusterByPartition";89.0346127654444"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.033333424} {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.033333424};DistanceInformation->CandidatesByNpts->ClustersByDistribution";89.66705651165474"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=9.444445} {DBCLASD_PTS=9.444445}
CandidatesByDistance->ClusterByConnectiveness";97.7296169540675"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=5.2222223} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=5.2222223};DistanceInformation->CandidatesByNpts->ClustersByDistribution";89.7324184241029"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=20.0} {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=20.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=13.666667} {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=13.666667};DistanceInformation->ClusterByDensityPeak";67.5510354001294"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=3.0};DistanceInformation->CandidatesByNpts->ClustersByDistribution";84.1103867956148"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=1.4444444} {DBCLASD_PTS=17.88889} {DBCLASD_PTS=17.88889};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=24.444443} {AMR_LAMBDA=22.333334, AMR_SLICES=24.444443, AMR_DENSITY=3.1111112} {PHC_GRID=34.0, PHC_RADIUS=7.3333335};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";93.33315448846275"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.4444444} {DBCLASD_PTS=17.88889} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=11.555555};CandidatesBySNN->DistanceInformation->CandidatesByNpts->ClustersByDistribution";88.72602817554359"; {K_THRESHOLD=23.333334} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556} {DBCLASD_PTS=9.444445} {DBCLASD_PTS=9.444445};CandidatesByNpts->ClustersByDistribution";88.966855782257"; {DBCLASD_PTS=13.666667} {DBCLASD_PTS=13.666667}
AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=24.444443} {AMR_LAMBDA=17.0, AMR_SLICES=24.444443, AMR_DENSITY=5.2222223} {AMR_LAMBDA=17.0, AMR_SLICES=24.444443, AMR_DENSITY=5.2222223};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=32.22222} {DBCLASD_PTS=17.88889};DenseAreas->AMRTree->MergeByOverlap";0.0"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.20000005} {AMR_LAMBDA=3.6666667, AMR_SLICES=27.222221, AMR_DENSITY=7.3333335} {PHC_GRID=7.3333335, PHC_RADIUS=50.0};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=18.88889} {AMR_LAMBDA=25.0, AMR_SLICES=18.88889, AMR_DENSITY=3.1111112} {DESCRY_DENSITY=14.111111, DESCRY_K=8.0};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=21.666666} {AMR_LAMBDA=11.666667, AMR_SLICES=21.666666, AMR_DENSITY=5.2222223} {PHC_GRID=18.0, PHC_RADIUS=18.0};DistanceInformation->CandidatesByNpts->ClustersByDistribution";89.61481206231046"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=11.555555} {DBCLASD_PTS=11.555555};DistanceInformation->ClusterByDensityPeak";76.82403620978788"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.5555556} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.5555556};CandidatesByNpts->ClustersByDistribution";88.33436990204191"; {DBCLASD_PTS=11.555555} {DBCLASD_PTS=11.555555}
