B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
DistanceInformation->CandidatesByNpts->ClustersByDistribution";56.20725079243235"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=3.0} {DBCLASD_PTS=11.555555} {DBCLASD_PTS=11.555555};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0};AttractionTree->DensityTree";97.26957105072238"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0} {DHC_MINPTS=18.333332, DHC_THRESHOLD=43.333332, DHC_SIGMA=15.0}
AttractionTree->DensityTree";91.09872543504332"; {DHC_MINPTS=10.0, DHC_THRESHOLD=32.22222, DHC_SIGMA=11.888889} {DHC_MINPTS=10.0, DHC_THRESHOLD=32.22222, DHC_SIGMA=11.888889};DistanceInformation->CandidatesByNpts->ClustersByDistribution";0.0"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.4444444} {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779};ASH->AttractionTree->DensityTree";92.00202964223692"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=46.888885} {DHC_MINPTS=20.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=15.0} {DHC_MINPTS=20.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=15.0};AttractionTree->DensityTree";94.46823586894077"; {DHC_MINPTS=20.0, DHC_THRESHOLD=60.0, DHC_SIGMA=2.5555556} {DHC_MINPTS=20.0, DHC_THRESHOLD=60.0, DHC_SIGMA=2.5555556};AttractionTree->DensityTree";96.94333549368339"; {DHC_MINPTS=16.666666, DHC_THRESHOLD=54.444443, DHC_SIGMA=15.0} {DHC_MINPTS=16.666666, DHC_THRESHOLD=54.444443, DHC_SIGMA=15.0};AttractionTree->DensityTree";95.76142660731146"; {DHC_MINPTS=16.666666, DHC_THRESHOLD=32.22222, DHC_SIGMA=7.2222223} {DHC_MINPTS=16.666666, DHC_THRESHOLD=32.22222, DHC_SIGMA=7.2222223};DistanceInformation->ClusterByDensityPeak";73.35123532286396"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.6666667} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.6666667};CandidatesByDistance->ClustersByDistribution";75.83012263580639"; {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=17.333334} {DBCLASD_PTS=20.0};AttractionTree->DensityTree";94.8832916741725"; {DHC_MINPTS=11.666666, DHC_THRESHOLD=26.666666, DHC_SIGMA=7.2222223} {DHC_MINPTS=11.666666, DHC_THRESHOLD=26.666666, DHC_SIGMA=7.2222223};DenseAreas->ClusterByPartition";89.55700605913326"; {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.3} {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.3}
DenseAreas->ClusterByPartition";67.750735850134"; {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.10000007} {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.10000007};DenseAreas->AMRTree->ClustersAMR";0.0"; {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.23333336} {AMR_SLICES=30.0, AMR_LAMBDA=22.333334, AMR_DENSITY=13.666667} {AMR_SLICES=30.0, AMR_LAMBDA=22.333334, AMR_DENSITY=13.666667};DenseAreas->ClusterByPartition";88.13218341806146"; {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.3} {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.3};CandidatesByDistance->ClustersByDistribution";81.3094566707527"; {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=11.888889} {DBCLASD_PTS=13.666667};AdaptableKDTree->MergeByOverlap";86.13249509436926"; {DESCRY_DENSITY=20.666666, DESCRY_K=18.0} {PHC_RADIUS=39.333336, PHC_GRID=23.333334};DistanceInformation->ClusterByDensityPeak";75.98077692923692"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.3333335} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.3333335};DistanceInformation->ClusterByDensityPeak";72.7648792386629"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.4444444} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.4444444};DistanceInformation->ClusterByDensityPeak";57.492280836382534"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.2222222};AttractionTree->DensityTree";91.91000967636832"; {DHC_MINPTS=10.0, DHC_THRESHOLD=21.11111, DHC_SIGMA=15.0} {DHC_MINPTS=10.0, DHC_THRESHOLD=21.11111, DHC_SIGMA=15.0};DenseAreas->ClusterByPartition";82.1382459630121"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.26666668} {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.26666668}
ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=60.0};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=7.7777777} {AMR_SLICES=7.7777777, AMR_LAMBDA=25.0, AMR_DENSITY=17.88889} {PHC_RADIUS=18.0, PHC_GRID=18.0};DistanceInformation->ClusterByDensityPeak";73.35123532286396"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=3.0};DenseAreas->ClusterByPartition";74.08911647713575"; {CLIQUE_SLICES=31.777779, CLIQUE_THRESHOLD=0.066666745} {CLIQUE_SLICES=31.777779, CLIQUE_THRESHOLD=0.066666745};DenseAreas->AMRTree->ClustersAMR";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.23333336} {AMR_SLICES=27.222221, AMR_LAMBDA=19.666668, AMR_DENSITY=17.88889} {AMR_SLICES=27.222221, AMR_LAMBDA=19.666668, AMR_DENSITY=17.88889};CandidatesByNpts->ClustersByDistribution";72.38503997124435"; {DBCLASD_PTS=9.444445} {DBCLASD_PTS=9.444445};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=18.88889} {AMR_SLICES=18.88889, AMR_LAMBDA=19.666668, AMR_DENSITY=13.666667} {DESCRY_DENSITY=33.77778, DESCRY_K=10.0};DenseAreas->ClusterByPartition";74.08911647713575"; {CLIQUE_SLICES=31.777779, CLIQUE_THRESHOLD=0.066666745} {CLIQUE_SLICES=31.777779, CLIQUE_THRESHOLD=0.066666745};DistanceInformation->ClusterByDensityPeak";72.7648792386629"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=3.0}
DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=11.222222, CLIQUE_THRESHOLD=0.20000005} {DENCLUE_EPSILON=8.944445, DENCLUE_SIGMA=46.888885};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=50.0} {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=50.0};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=53.444443} {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=53.444443};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=40.333332};DistanceInformation->ClusterByDensityPeak";72.7648792386629"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.6666667} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.6666667};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=32.22222} {DBCLASD_PTS=20.0};CandidatesByNpts->ClustersByDistribution";69.18019695353321"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};DenseAreas->AMRTree->ClustersAMR";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.16666673} {AMR_SLICES=18.88889, AMR_LAMBDA=9.0, AMR_DENSITY=20.0} {AMR_SLICES=18.88889, AMR_LAMBDA=9.0, AMR_DENSITY=20.0};CandidatesByDistance->ClustersByDistribution";64.70118001889898"; {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=28.222223} {DBCLASD_PTS=20.0};AdaptableKDTree->MergeByDistance";0.0"; {DESCRY_DENSITY=33.77778, DESCRY_K=6.0} {DESCRY_DENSITY=33.77778, DESCRY_K=6.0}
AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=14.0} {AMR_SLICES=30.0, AMR_LAMBDA=3.6666667, AMR_DENSITY=7.3333335};DenseAreas->AMRTree->MergeByDistance";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.26666668} {AMR_SLICES=13.333333, AMR_LAMBDA=17.0, AMR_DENSITY=11.555555} {DESCRY_DENSITY=27.222221, DESCRY_K=20.0};ASH->ClustersByDistribution";0.0"; {DENCLUE_EPSILON=2.311111, DENCLUE_SIGMA=60.0} {DBCLASD_PTS=13.666667};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=17.788889, DENCLUE_SIGMA=27.222221};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=60.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=14.111111};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=14.111111};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=11.555555} {DBCLASD_PTS=11.555555};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=11.555555} {DBCLASD_PTS=11.555555}
ClustersByAttractors";0.0"; {DENCLUE_EPSILON=13.366667, DENCLUE_SIGMA=60.0};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=20.0} {DBSCAN_NUM_PTS=13.666667, DBSCAN_MAX_DIST=50.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=13.366667, DENCLUE_SIGMA=60.0};DenseAreas->AMRTree->MergeByDistance";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.26666668} {AMR_SLICES=10.555555, AMR_LAMBDA=25.0, AMR_DENSITY=13.666667} {DESCRY_DENSITY=60.0, DESCRY_K=14.0};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=18.0} {PHC_RADIUS=50.0, PHC_GRID=34.0};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=3.0} {DBCLASD_PTS=20.0} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=50.0};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=50.0} {DESCRY_DENSITY=27.222221, DESCRY_K=4.0};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=17.88889} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=28.222223};CandidatesBySNN->ClusterByConnectiveness";0.0"; {K_THRESHOLD=50.0} {DBSCAN_NUM_PTS=17.88889, DBSCAN_MAX_DIST=44.555557};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=33.77778}
CandidatesBySNN->ClusterByConnectiveness";0.0"; {K_THRESHOLD=23.333334} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=50.0};CandidatesBySNN->ClusterByConnectiveness";0.0"; {K_THRESHOLD=27.777779} {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=50.0};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=7.5555553, DESCRY_K=14.0} {AMR_SLICES=30.0, AMR_LAMBDA=19.666668, AMR_DENSITY=7.3333335};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=15.577778, DENCLUE_SIGMA=33.77778};DenseAreas->ClusterByPartition";0.0"; {CLIQUE_SLICES=15.333334, CLIQUE_THRESHOLD=0.26666668} {CLIQUE_SLICES=15.333334, CLIQUE_THRESHOLD=0.26666668};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=40.333332, DESCRY_K=4.0} {PHC_RADIUS=50.0, PHC_GRID=44.666668};AdaptableKDTree->MergeByDistance";0.0"; {DESCRY_DENSITY=53.444443, DESCRY_K=12.0} {DESCRY_DENSITY=53.444443, DESCRY_K=12.0};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=17.333334} {DBCLASD_PTS=13.666667};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.10000007} {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=7.5555553};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=6.0} {PHC_RADIUS=50.0, PHC_GRID=28.666668}
DistanceInformation->ClusterByDensityPeak";67.87240899770612"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.7777777};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=40.333332} {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=40.333332};DenseAreas->AMRTree->MergeByDistance";0.0"; {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.3} {AMR_SLICES=27.222221, AMR_LAMBDA=11.666667, AMR_DENSITY=13.666667} {DESCRY_DENSITY=60.0, DESCRY_K=14.0};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=27.222221} {AMR_SLICES=27.222221, AMR_LAMBDA=19.666668, AMR_DENSITY=17.88889} {DESCRY_DENSITY=20.666666, DESCRY_K=20.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=28.222223} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=28.222223};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=15.333334, CLIQUE_THRESHOLD=0.066666745} {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=60.0};ASH->ClustersByDistribution";0.0"; {DENCLUE_EPSILON=13.366667, DENCLUE_SIGMA=20.666666} {DBCLASD_PTS=20.0};ASH->ClustersByDistribution";0.0"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=53.444443} {DBCLASD_PTS=20.0};ASH->AttractionTree->DensityTree";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=14.111111} {DHC_MINPTS=15.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889} {DHC_MINPTS=15.0, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889};DenseAreas->ClusterByPartition";0.0"; {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.23333336} {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.23333336}
AdaptableKDTree->MergeByDistance";0.0"; {DESCRY_DENSITY=46.888885, DESCRY_K=18.0} {DESCRY_DENSITY=46.888885, DESCRY_K=18.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=27.222221};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=11.555555} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=33.666668};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=17.88889} {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=22.777779};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=18.88889} {AMR_SLICES=18.88889, AMR_LAMBDA=14.333334, AMR_DENSITY=17.88889} {DESCRY_DENSITY=20.666666, DESCRY_K=20.0};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=31.777779, CLIQUE_THRESHOLD=0.23333336} {DENCLUE_EPSILON=15.577778, DENCLUE_SIGMA=7.5555553};AdaptableKDTree->MergeByDistance";0.0"; {DESCRY_DENSITY=46.888885, DESCRY_K=6.0} {DESCRY_DENSITY=46.888885, DESCRY_K=6.0};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=50.0} {DBCLASD_PTS=17.88889};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=21.666666} {AMR_SLICES=21.666666, AMR_LAMBDA=11.666667, AMR_DENSITY=11.555555} {PHC_RADIUS=50.0, PHC_GRID=44.666668};AdaptableKDTree->MergeByDistance";0.0"; {DESCRY_DENSITY=53.444443, DESCRY_K=4.0} {DESCRY_DENSITY=53.444443, DESCRY_K=4.0}
