B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
AdaptableKDTree->MergeByDistance";92.7186573592648"; {DESCRY_DENSITY=33.77778, DESCRY_K=10.0} {DESCRY_DENSITY=33.77778, DESCRY_K=10.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.97150312243164"; {DENCLUE_SIGMA=46.888885, DENCLUE_EPSILON=4.522222} {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=15.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=15.0};ASH->AttractionTree->DensityTree";99.97870644942533"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=15.577778} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.97870644942533"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=15.577778} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.97870644942533"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=15.577778} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666}
ASH->ClustersByAttractors";0.0"; {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=17.788889} {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=17.788889};ASH->AttractionTree->DensityTree";99.90278676060157"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=8.944445} {DHC_SIGMA=15.0, DHC_THRESHOLD=32.22222, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=32.22222, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.8405171883964"; {DHC_SIGMA=15.0, DHC_THRESHOLD=21.11111, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=21.11111, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.9066463727876"; {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=15.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.83557699370739"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=26.666666, DHC_MINPTS=16.666666} {DHC_SIGMA=5.666667, DHC_THRESHOLD=26.666666, DHC_MINPTS=16.666666};AttractionTree->DensityTree";99.90200381284272"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666} {DHC_SIGMA=8.777778, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=46.888885, DESCRY_K=14.0} {PHC_GRID=7.3333335, PHC_RADIUS=44.666668};ASH->AttractionTree->DensityTree";99.86689226862417"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=15.577778} {DHC_SIGMA=15.0, DHC_THRESHOLD=37.77778, DHC_MINPTS=6.6666665} {DHC_SIGMA=15.0, DHC_THRESHOLD=37.77778, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.92267261034615"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=60.0, DHC_MINPTS=16.666666} {DHC_SIGMA=13.444445, DHC_THRESHOLD=60.0, DHC_MINPTS=16.666666};ASH->AttractionTree->DensityTree";99.97150312243164"; {DENCLUE_SIGMA=46.888885, DENCLUE_EPSILON=11.155556} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0}
ASH->ClustersByDistribution";0.0"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=2.311111} {DBCLASD_PTS=9.444445};AttractionTree->DensityTree";99.83958282661071"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=26.666666, DHC_MINPTS=16.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=26.666666, DHC_MINPTS=16.666666};AttractionTree->DensityTree";99.42446108047746"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=16.666666} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=16.666666};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=40.333332, DESCRY_K=16.0} {PHC_GRID=28.666668, PHC_RADIUS=50.0};AttractionTree->DensityTree";99.0528134082168"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=15.555555, DHC_MINPTS=15.0} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=15.555555, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.89602228197475"; {DHC_SIGMA=15.0, DHC_THRESHOLD=32.22222, DHC_MINPTS=10.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=32.22222, DHC_MINPTS=10.0};DenseAreas->ClusterByPartition";91.22941980692971"; {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.033333424} {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.033333424};AdaptableKDTree->MergeByOverlap";97.17710255234094"; {DESCRY_DENSITY=27.222221, DESCRY_K=12.0} {PHC_GRID=50.0, PHC_RADIUS=44.666668};AttractionTree->DensityTree";99.89269623319693"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0} {DHC_SIGMA=5.666667, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0};ASH->AttractionTree->DensityTree";99.32471991370156"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=13.366667} {DHC_SIGMA=13.444445, DHC_THRESHOLD=15.555555, DHC_MINPTS=11.666666} {DHC_SIGMA=13.444445, DHC_THRESHOLD=15.555555, DHC_MINPTS=11.666666}
Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=30.0} {AMR_LAMBDA=9.0, AMR_SLICES=30.0, AMR_DENSITY=3.1111112} {PHC_GRID=34.0, PHC_RADIUS=12.666667};ASH->AttractionTree->DensityTree";97.93063606511282"; {DENCLUE_SIGMA=60.0, DENCLUE_EPSILON=20.0} {DHC_SIGMA=4.111111, DHC_THRESHOLD=15.555555, DHC_MINPTS=16.666666} {DHC_SIGMA=4.111111, DHC_THRESHOLD=15.555555, DHC_MINPTS=16.666666};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";94.613851652438"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=2.7777777} {DBCLASD_PTS=3.1111112} {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=20.0};AdaptableKDTree->MergeByDistance";94.51474927416669"; {DESCRY_DENSITY=40.333332, DESCRY_K=20.0} {DESCRY_DENSITY=40.333332, DESCRY_K=20.0};CandidatesByDistance->ClusterByConnectiveness";94.38133026785988"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=9.444445} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=9.444445};AttractionTree->DensityTree";99.42446108047746"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333};CandidatesByNpts->ClusterByConnectiveness";90.81468567571427"; {DBCLASD_PTS=17.88889} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=13.666667};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=7.5555553, DESCRY_K=8.0} {PHC_GRID=23.333334, PHC_RADIUS=7.3333335};AdaptableKDTree->MergeByOverlap";96.97665334438804"; {DESCRY_DENSITY=14.111111, DESCRY_K=20.0} {PHC_GRID=12.666667, PHC_RADIUS=28.666668};CandidatesByDistance->ClusterByConnectiveness";96.00568024162584"; {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=20.0} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=20.0}
AttractionTree->DensityTree";99.86133976087113"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=21.11111, DHC_MINPTS=11.666666} {DHC_SIGMA=10.333334, DHC_THRESHOLD=21.11111, DHC_MINPTS=11.666666};DistanceInformation->CandidatesByNpts->ClustersByDistribution";91.66189025773375"; {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=2.5555556} {DBCLASD_PTS=7.3333335} {DBCLASD_PTS=7.3333335};CandidatesByNpts->ClusterByConnectiveness";93.89716525406412"; {DBCLASD_PTS=9.444445} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=17.88889};CandidatesByNpts->ClusterByConnectiveness";93.3142465476657"; {DBCLASD_PTS=13.666667} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=9.444445};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";93.10878989904941"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.8888888} {DBCLASD_PTS=9.444445} {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=5.2222223};DenseAreas->ClusterByPartition";95.67796920570902"; {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.23333336} {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.23333336};CandidatesByNpts->ClustersByDistribution";90.23848666579013"; {DBCLASD_PTS=7.3333335} {DBCLASD_PTS=7.3333335};AdaptableKDTree->MergeByDistance";90.01302411027056"; {DESCRY_DENSITY=14.111111, DESCRY_K=14.0} {DESCRY_DENSITY=14.111111, DESCRY_K=14.0};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0};DistanceInformation->CandidatesByNpts->ClustersByDistribution";88.06385772144279"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=3.0} {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779}
DenseAreas->AMRTree->ClustersAMR";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.10000007} {AMR_LAMBDA=17.0, AMR_SLICES=18.88889, AMR_DENSITY=17.88889} {AMR_LAMBDA=17.0, AMR_SLICES=18.88889, AMR_DENSITY=17.88889};DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=1.8888888} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=1.8888888};CandidatesByDistance->ClusterByConnectiveness";93.44984557574605"; {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=7.3333335} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=7.3333335};DistanceInformation->ClusterByDensityPeak";79.45516034907585"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=2.1111112};CandidatesByDistance->ClusterByConnectiveness";92.53281115640715"; {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=15.777779} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=15.777779};CandidatesByNpts->ClusterByConnectiveness";92.28030522439221"; {DBCLASD_PTS=3.1111112} {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=17.88889};DistanceInformation->CandidatesByNpts->ClustersByDistribution";86.6597613136441"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=11.555555} {DBCLASD_PTS=11.555555};DenseAreas->ClusterByPartition";88.81745897263109"; {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.10000007} {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.10000007};CandidatesByDistance->ClustersByDistribution";74.77436710860138"; {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=9.444445} {DBCLASD_PTS=17.88889};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";85.87409577305954"; {K_THRESHOLD=14.444445} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.7777777}
DenseAreas->ClusterByPartition";0.0"; {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.10000007} {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.10000007};DenseAreas->AMRTree->ClustersAMR";0.0"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.20000005} {AMR_LAMBDA=17.0, AMR_SLICES=24.444443, AMR_DENSITY=20.0} {AMR_LAMBDA=17.0, AMR_SLICES=24.444443, AMR_DENSITY=20.0};DistanceInformation->CandidatesByNpts->ClustersByDistribution";85.9530183560635"; {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=2.7777777} {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};DistanceInformation->ClusterByDensityPeak";77.82501702633262"; {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=2.5555556} {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=2.5555556};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";88.92360019600576"; {K_THRESHOLD=50.0} {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.2222222};CandidatesByDistance->ClustersByDistribution";69.43568160114751"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=7.3333335} {DBCLASD_PTS=5.2222223};CandidatesByDistance->ClustersByDistribution";81.93104064004484"; {DBSCAN_MAX_DIST=39.111115, DBSCAN_NUM_PTS=20.0} {DBCLASD_PTS=20.0};CandidatesByDistance->ClustersByDistribution";86.71158618577542"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=17.88889} {DBCLASD_PTS=3.1111112};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=21.666666} {AMR_LAMBDA=25.0, AMR_SLICES=21.666666, AMR_DENSITY=17.88889} {PHC_GRID=39.333336, PHC_RADIUS=44.666668};DistanceInformation->ClusterByDensityPeak";85.87409577305954"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556}
DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.3333335} {DBCLASD_PTS=11.555555} {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=3.1111112};DenseAreas->AMRTree->MergeByOverlap";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.20000005} {AMR_LAMBDA=25.0, AMR_SLICES=30.0, AMR_DENSITY=3.1111112} {PHC_GRID=12.666667, PHC_RADIUS=50.0};CandidatesByDistance->ClustersByDistribution";79.15861737407556"; {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=11.555555} {DBCLASD_PTS=3.1111112};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=4.522222};DistanceInformation->ClusterByDensityPeak";85.87409577305954"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=46.888885, DENCLUE_EPSILON=2.311111};DistanceInformation->ClusterByDensityPeak";80.09369028237381"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=1.8888888} {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=1.8888888};DistanceInformation->CandidatesByNpts->ClustersByDistribution";85.19081844869358"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=1.4444444} {DBCLASD_PTS=17.88889} {DBCLASD_PTS=17.88889};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=14.111111, DESCRY_K=4.0} {AMR_LAMBDA=3.6666667, AMR_SLICES=30.0, AMR_DENSITY=20.0};DistanceInformation->CandidatesByNpts->ClustersByDistribution";0.0"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112}
CandidatesBySNN->ClusterByConnectiveness";0.0"; {K_THRESHOLD=23.333334} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=9.444445};DenseAreas->ClusterByPartition";0.0"; {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.066666745} {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.066666745};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=30.0} {AMR_LAMBDA=25.0, AMR_SLICES=30.0, AMR_DENSITY=17.88889} {DESCRY_DENSITY=40.333332, DESCRY_K=12.0};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=3.0};DenseAreas->ClusterByPartition";0.0"; {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.20000005} {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.20000005};DistanceInformation->ClusterByDensityPeak";58.5008114771544"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.7777777};DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.8888888} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.8888888};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=21.666666} {AMR_LAMBDA=22.333334, AMR_SLICES=21.666666, AMR_DENSITY=11.555555} {AMR_LAMBDA=22.333334, AMR_SLICES=21.666666, AMR_DENSITY=11.555555};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=24.444443} {AMR_LAMBDA=14.333334, AMR_SLICES=24.444443, AMR_DENSITY=13.666667} {PHC_GRID=28.666668, PHC_RADIUS=44.666668}
AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=20.0} {AMR_LAMBDA=25.0, AMR_SLICES=16.11111, AMR_DENSITY=20.0};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=30.0} {AMR_LAMBDA=25.0, AMR_SLICES=30.0, AMR_DENSITY=15.777779} {AMR_LAMBDA=25.0, AMR_SLICES=30.0, AMR_DENSITY=15.777779};DenseAreas->ClusterByPartition";0.0"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.1333334} {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.1333334};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=24.444443} {AMR_LAMBDA=6.3333335, AMR_SLICES=24.444443, AMR_DENSITY=9.444445} {DESCRY_DENSITY=60.0, DESCRY_K=10.0};CandidatesBySNN->MergeByOverlap";0.0"; {K_THRESHOLD=50.0} {PHC_GRID=50.0, PHC_RADIUS=7.3333335};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=20.0} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=20.0};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=17.88889} {DBCLASD_PTS=3.1111112};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=18.88889} {AMR_LAMBDA=22.333334, AMR_SLICES=18.88889, AMR_DENSITY=3.1111112} {AMR_LAMBDA=22.333334, AMR_SLICES=18.88889, AMR_DENSITY=3.1111112};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=50.0} {DESCRY_DENSITY=33.77778, DESCRY_K=8.0};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=30.0} {AMR_LAMBDA=25.0, AMR_SLICES=30.0, AMR_DENSITY=3.1111112} {PHC_GRID=50.0, PHC_RADIUS=28.666668}
