B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.066666745} {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=20.666666};AttractionTree->DensityTree";99.71883061509963"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445};AttractionTree->DensityTree";99.71883061509963"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445};AttractionTree->DensityTree";99.71883061509963"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445};AttractionTree->DensityTree";99.71883061509963"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445};AttractionTree->DensityTree";99.71883061509963"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445};AttractionTree->DensityTree";99.71883061509963"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445};AttractionTree->DensityTree";99.95752842939801"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=10.333334} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=10.333334};AttractionTree->DensityTree";99.95752842939801"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=10.333334} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=10.333334};AttractionTree->DensityTree";99.95752842939801"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=10.333334} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=10.333334}
DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=11.555555} {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=11.888889};ASH->AttractionTree->DensityTree";97.34628280865637"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=60.0} {DHC_MINPTS=16.666666, DHC_THRESHOLD=60.0, DHC_SIGMA=2.5555556} {DHC_MINPTS=16.666666, DHC_THRESHOLD=60.0, DHC_SIGMA=2.5555556};AttractionTree->DensityTree";88.2100171667478"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=4.111111} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=4.111111};AttractionTree->DensityTree";96.63960555456697"; {DHC_MINPTS=10.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=8.777778} {DHC_MINPTS=10.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=8.777778};DenseAreas->ClusterByPartition";79.44433870517405"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.23333336} {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.23333336};CandidatesByNpts->ClustersByDistribution";73.834782399485"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};CandidatesByNpts->ClusterByConnectiveness";86.0193842885808"; {DBCLASD_PTS=3.1111112} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=39.111115};AttractionTree->DensityTree";96.63960555456697"; {DHC_MINPTS=15.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=8.777778} {DHC_MINPTS=15.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=8.777778};AttractionTree->DensityTree";93.54959690617703"; {DHC_MINPTS=10.0, DHC_THRESHOLD=15.555555, DHC_SIGMA=5.666667} {DHC_MINPTS=10.0, DHC_THRESHOLD=15.555555, DHC_SIGMA=5.666667};AttractionTree->DensityTree";93.8825526087958"; {DHC_MINPTS=20.0, DHC_THRESHOLD=21.11111, DHC_SIGMA=15.0} {DHC_MINPTS=20.0, DHC_THRESHOLD=21.11111, DHC_SIGMA=15.0}
DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=15.777779} {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=44.555557};DistanceInformation->ClusterByDensityPeak";81.17595342800254"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=3.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=50.0} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=50.0};ASH->AttractionTree->DensityTree";92.40816081397828"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=60.0} {DHC_MINPTS=8.333333, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889} {DHC_MINPTS=8.333333, DHC_THRESHOLD=54.444443, DHC_SIGMA=11.888889};CandidatesByNpts->ClusterByConnectiveness";77.03503998588107"; {DBCLASD_PTS=13.666667} {DBSCAN_NUM_PTS=17.88889, DBSCAN_MAX_DIST=6.4444447};CandidatesByDistance->ClustersByDistribution";63.64393387734986"; {DBSCAN_NUM_PTS=3.1111112, DBSCAN_MAX_DIST=33.666668} {DBCLASD_PTS=13.666667};CandidatesBySNN->SNNByConnectiveness";83.18988881834409"; {K_THRESHOLD=50.0} {K_THRESHOLD=50.0, SNN_NUM_PTS=8.222222, SNN_MAX_DIST=12.0};AttractionTree->DensityTree";94.72728047434997"; {DHC_MINPTS=18.333332, DHC_THRESHOLD=21.11111, DHC_SIGMA=11.888889} {DHC_MINPTS=18.333332, DHC_THRESHOLD=21.11111, DHC_SIGMA=11.888889};CandidatesBySNN->SNNByConnectiveness";79.23999859173524"; {K_THRESHOLD=45.555557} {K_THRESHOLD=45.555557, SNN_NUM_PTS=5.111111, SNN_MAX_DIST=34.0};AdaptableKDTree->MergeByDistance";90.1941932430908"; {DESCRY_DENSITY=14.111111, DESCRY_K=20.0} {DESCRY_DENSITY=14.111111, DESCRY_K=20.0}
DenseAreas->AMRTree->ClustersAMR";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.16666673} {AMR_SLICES=27.222221, AMR_LAMBDA=6.3333335, AMR_DENSITY=15.777779} {AMR_SLICES=27.222221, AMR_LAMBDA=6.3333335, AMR_DENSITY=15.777779};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=28.222223} {DBCLASD_PTS=20.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=33.77778};AdaptableKDTree->MergeByDistance";90.1941932430908"; {DESCRY_DENSITY=46.888885, DESCRY_K=20.0} {DESCRY_DENSITY=46.888885, DESCRY_K=20.0};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=10.555555} {AMR_SLICES=10.555555, AMR_LAMBDA=3.6666667, AMR_DENSITY=15.777779} {PHC_RADIUS=50.0, PHC_GRID=50.0};CandidatesBySNN->SNNByConnectiveness";0.0"; {K_THRESHOLD=41.111115} {K_THRESHOLD=41.111115, SNN_NUM_PTS=17.555555, SNN_MAX_DIST=78.0};CandidatesByDistance->ClustersByDistribution";79.38031428462475"; {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=22.777779} {DBCLASD_PTS=20.0};AttractionTree->DensityTree";88.68476752304197"; {DHC_MINPTS=10.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=2.5555556} {DHC_MINPTS=10.0, DHC_THRESHOLD=37.77778, DHC_SIGMA=2.5555556};DistanceInformation->ClusterByDensityPeak";59.70296602104028"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";66.01241074419413"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=7.3333335} {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=6.4444447}
AttractionTree->DensityTree";99.71883061509963"; {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445} {DHC_MINPTS=13.333333, DHC_THRESHOLD=60.0, DHC_SIGMA=13.444445};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=41.111115} {DESCRY_DENSITY=14.111111, DESCRY_K=10.0};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=27.777779} {DESCRY_DENSITY=7.5555553, DESCRY_K=8.0};AdaptableKDTree->MergeByOverlap";90.1941932430908"; {DESCRY_DENSITY=40.333332, DESCRY_K=8.0} {PHC_RADIUS=34.0, PHC_GRID=18.0};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=17.88889} {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=17.333334};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=15.777779} {DBSCAN_NUM_PTS=11.555555, DBSCAN_MAX_DIST=17.333334};CandidatesByNpts->ClustersByDistribution";76.49019328116819"; {DBCLASD_PTS=9.444445} {DBCLASD_PTS=9.444445};AdaptableKDTree->MergeByOverlap";82.69941453711698"; {DESCRY_DENSITY=7.5555553, DESCRY_K=20.0} {PHC_RADIUS=23.333334, PHC_GRID=34.0};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=40.333332} {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=40.333332};DistanceInformation->CandidatesByNpts->ClustersByDistribution";59.32171290223209"; {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=2.7777777} {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0}
ASH->ClustersByDistribution";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=27.222221} {DBCLASD_PTS=9.444445};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=30.0} {AMR_SLICES=30.0, AMR_LAMBDA=14.333334, AMR_DENSITY=13.666667} {AMR_SLICES=30.0, AMR_LAMBDA=14.333334, AMR_DENSITY=13.666667};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=13.366667, DENCLUE_SIGMA=7.5555553} {DENCLUE_EPSILON=13.366667, DENCLUE_SIGMA=7.5555553};CandidatesByDistance->ClustersByDistribution";75.89420184759905"; {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=22.777779} {DBCLASD_PTS=5.2222223};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=8.0} {PHC_RADIUS=12.666667, PHC_GRID=34.0};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=27.222221} {AMR_SLICES=27.222221, AMR_LAMBDA=22.333334, AMR_DENSITY=15.777779} {AMR_SLICES=27.222221, AMR_LAMBDA=22.333334, AMR_DENSITY=15.777779};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";74.1956303891356"; {K_THRESHOLD=14.444445} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.4444444} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.4444444};DistanceInformation->ClusterByDensityPeak";74.1956303891356"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.6666667} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.6666667};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=23.333334} {DESCRY_DENSITY=53.444443, DESCRY_K=16.0};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=60.0} {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=60.0}
Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=10.555555} {AMR_SLICES=10.555555, AMR_LAMBDA=17.0, AMR_DENSITY=15.777779} {PHC_RADIUS=28.666668, PHC_GRID=34.0};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.23333336} {DENCLUE_EPSILON=2.311111, DENCLUE_SIGMA=60.0};CandidatesBySNN->MergeByOverlap";0.0"; {K_THRESHOLD=36.666668} {PHC_RADIUS=50.0, PHC_GRID=39.333336};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=17.788889, DENCLUE_SIGMA=60.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=53.444443};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=50.0} {DESCRY_DENSITY=60.0, DESCRY_K=8.0};CandidatesBySNN->SNNByConnectiveness";0.0"; {K_THRESHOLD=27.777779} {K_THRESHOLD=27.777779, SNN_NUM_PTS=20.666668, SNN_MAX_DIST=67.0};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=18.88889} {DESCRY_DENSITY=27.222221, DESCRY_K=14.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=8.944445, DENCLUE_SIGMA=46.888885};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=20.666666}
CandidatesByDistance->ClustersByDistribution";78.45236885239879"; {DBSCAN_NUM_PTS=11.555555, DBSCAN_MAX_DIST=11.888889} {DBCLASD_PTS=11.555555};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=41.111115} {DBCLASD_PTS=17.88889};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=13.666667, DBSCAN_MAX_DIST=22.777779} {DBSCAN_NUM_PTS=13.666667, DBSCAN_MAX_DIST=22.777779};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=44.555557} {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=44.555557};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=13.666667} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=33.666668};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=60.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=2.311111, DENCLUE_SIGMA=27.222221};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=11.222222, CLIQUE_THRESHOLD=0.066666745} {DENCLUE_EPSILON=8.944445, DENCLUE_SIGMA=40.333332};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=50.0} {DESCRY_DENSITY=27.222221, DESCRY_K=16.0};CandidatesBySNN->MergeByOverlap";0.0"; {K_THRESHOLD=32.22222} {PHC_RADIUS=12.666667, PHC_GRID=7.3333335}
DistanceInformation->ClusterByDensityPeak";81.17595342800254"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.4444444} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.4444444};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.7777777} {DBCLASD_PTS=15.777779} {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=22.777779};ASH->ClustersByDistribution";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=14.111111} {DBCLASD_PTS=15.777779};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=7.5555553};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=13.333333} {AMR_SLICES=13.333333, AMR_LAMBDA=25.0, AMR_DENSITY=11.555555} {DESCRY_DENSITY=27.222221, DESCRY_K=20.0};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=30.0} {AMR_SLICES=30.0, AMR_LAMBDA=9.0, AMR_DENSITY=20.0} {DESCRY_DENSITY=33.77778, DESCRY_K=4.0};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=30.0} {AMR_SLICES=30.0, AMR_LAMBDA=6.3333335, AMR_DENSITY=9.444445} {PHC_RADIUS=50.0, PHC_GRID=28.666668};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=2.311111, DENCLUE_SIGMA=7.5555553};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=30.0} {AMR_SLICES=30.0, AMR_LAMBDA=6.3333335, AMR_DENSITY=17.88889} {AMR_SLICES=30.0, AMR_LAMBDA=6.3333335, AMR_DENSITY=17.88889};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=20.0} {PHC_RADIUS=12.666667, PHC_GRID=44.666668}
AdaptableKDTree->MergeByDistance";90.1941932430908"; {DESCRY_DENSITY=27.222221, DESCRY_K=6.0} {DESCRY_DENSITY=27.222221, DESCRY_K=6.0};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=11.888889} {DBCLASD_PTS=13.666667};DenseAreas->AMRTree->ClustersAMR";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.26666668} {AMR_SLICES=24.444443, AMR_LAMBDA=19.666668, AMR_DENSITY=15.777779} {AMR_SLICES=24.444443, AMR_LAMBDA=19.666668, AMR_DENSITY=15.777779};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=13.366667, DENCLUE_SIGMA=60.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=22.777779} {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=22.777779};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=14.444445} {DBCLASD_PTS=20.0};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=7.5555553} {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=7.5555553};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=7.5555553};CandidatesBySNN->SNNByConnectiveness";0.0"; {K_THRESHOLD=23.333334} {K_THRESHOLD=23.333334, SNN_NUM_PTS=17.555555, SNN_MAX_DIST=23.0};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=23.333334} {DBCLASD_PTS=3.1111112}
