B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
AttractionTree->DensityTree";99.33447858840435"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=26.666666, DHC_MINPTS=20.0} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=26.666666, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.9066463727876"; {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=13.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=13.333333};AttractionTree->DensityTree";99.9066463727876"; {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=13.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=13.333333};AttractionTree->DensityTree";99.9066463727876"; {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=13.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=13.333333};AttractionTree->DensityTree";99.9066463727876"; {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=16.666666} {DHC_SIGMA=15.0, DHC_THRESHOLD=54.444443, DHC_MINPTS=16.666666};AttractionTree->DensityTree";99.91279727537542"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=18.333332} {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.91279727537542"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=18.333332} {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.91279727537542"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=18.333332} {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.91279727537542"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=18.333332} {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.92267261034615"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0}
CandidatesByDistance->ClustersByDistribution";93.95483866300134"; {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=7.3333335} {DBCLASD_PTS=5.2222223};ASH->AttractionTree->DensityTree";99.90278676060157"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=8.944445} {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=11.666666} {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.85082418748281"; {DENCLUE_SIGMA=33.77778, DENCLUE_EPSILON=4.522222} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=32.22222, DHC_MINPTS=15.0} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=32.22222, DHC_MINPTS=15.0};ASH->AttractionTree->DensityTree";98.7105375263391"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=11.155556} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=32.22222, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=32.22222, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.88043934083544"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=6.6666665} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.90975188195183"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=6.6666665} {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.90975188195183"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.87754069241976"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=26.666666, DHC_MINPTS=10.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=26.666666, DHC_MINPTS=10.0};ASH->AttractionTree->DensityTree";99.90278676060157"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=11.155556} {DHC_SIGMA=5.666667, DHC_THRESHOLD=32.22222, DHC_MINPTS=6.6666665} {DHC_SIGMA=5.666667, DHC_THRESHOLD=32.22222, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.87158850038279"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=21.11111, DHC_MINPTS=10.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=21.11111, DHC_MINPTS=10.0}
ClustersByAttractors";0.0"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=13.366667};AttractionTree->DensityTree";99.7120413945758"; {DHC_SIGMA=4.111111, DHC_THRESHOLD=15.555555, DHC_MINPTS=16.666666} {DHC_SIGMA=4.111111, DHC_THRESHOLD=15.555555, DHC_MINPTS=16.666666};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=7.5555553, DESCRY_K=12.0} {PHC_GRID=12.666667, PHC_RADIUS=23.333334};ASH->AttractionTree->DensityTree";98.56688715722586"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0};CandidatesByDistance->ClusterByConnectiveness";94.38133026785988"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=9.444445} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=9.444445};AttractionTree->DensityTree";99.9066463727876"; {DHC_SIGMA=15.0, DHC_THRESHOLD=48.888885, DHC_MINPTS=8.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=48.888885, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.85249405769227"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=26.666666, DHC_MINPTS=10.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=26.666666, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.75641717663383"; {DHC_SIGMA=4.111111, DHC_THRESHOLD=21.11111, DHC_MINPTS=13.333333} {DHC_SIGMA=4.111111, DHC_THRESHOLD=21.11111, DHC_MINPTS=13.333333};CandidatesByNpts->ClusterByConnectiveness";95.91633609208111"; {DBCLASD_PTS=3.1111112} {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=3.1111112};AttractionTree->DensityTree";99.33447858840435"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=26.666666, DHC_MINPTS=13.333333} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=26.666666, DHC_MINPTS=13.333333}
AttractionTree->DensityTree";99.42446108047746"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333};AdaptableKDTree->MergeByDistance";94.51474927416669"; {DESCRY_DENSITY=33.77778, DESCRY_K=20.0} {DESCRY_DENSITY=33.77778, DESCRY_K=20.0};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=7.5555553, DESCRY_K=8.0} {PHC_GRID=7.3333335, PHC_RADIUS=44.666668};DistanceInformation->CandidatesByNpts->ClustersByDistribution";92.94663201016702"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=3.0} {DBCLASD_PTS=5.2222223} {DBCLASD_PTS=5.2222223};DenseAreas->ClusterByPartition";91.13182747908736"; {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.1333334} {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.1333334};CandidatesByNpts->ClusterByConnectiveness";96.88871675222487"; {DBCLASD_PTS=13.666667} {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=3.1111112};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=8.0} {PHC_GRID=7.3333335, PHC_RADIUS=12.666667};CandidatesByDistance->ClusterByConnectiveness";97.73949960545788"; {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=15.777779} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=15.777779};CandidatesByDistance->ClusterByConnectiveness";95.1598510870707"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=3.1111112} {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=3.1111112};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";97.72138024325112"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.4444444} {DBCLASD_PTS=5.2222223} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=20.0}
CandidatesByDistance->ClustersByDistribution";89.8618250875985"; {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=7.3333335} {DBCLASD_PTS=3.1111112};CandidatesByDistance->ClustersByDistribution";90.54634598379292"; {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=11.555555} {DBCLASD_PTS=15.777779};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=53.444443, DESCRY_K=14.0} {PHC_GRID=12.666667, PHC_RADIUS=23.333334};AdaptableKDTree->MergeByDistance";91.50150374319527"; {DESCRY_DENSITY=14.111111, DESCRY_K=18.0} {DESCRY_DENSITY=14.111111, DESCRY_K=18.0};CandidatesByDistance->ClustersByDistribution";90.54634598379292"; {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=11.555555} {DBCLASD_PTS=20.0};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=53.444443, DESCRY_K=8.0} {PHC_GRID=44.666668, PHC_RADIUS=39.333336};CandidatesByNpts->ClusterByConnectiveness";96.37227616102356"; {DBCLASD_PTS=15.777779} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=17.88889};AdaptableKDTree->MergeByOverlap";97.17710255234094"; {DESCRY_DENSITY=20.666666, DESCRY_K=20.0} {PHC_GRID=12.666667, PHC_RADIUS=23.333334};CandidatesByDistance->ClustersByDistribution";93.93853852702951"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=20.0} {DBCLASD_PTS=5.2222223};CandidatesByNpts->ClusterByConnectiveness";95.02217999880061"; {DBCLASD_PTS=3.1111112} {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=7.3333335}
ClustersByAttractors";0.0"; {DENCLUE_SIGMA=60.0, DENCLUE_EPSILON=20.0};DistanceInformation->ClusterByDensityPeak";85.87409577305954"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.1111112};DenseAreas->ClusterByPartition";96.42970973252748"; {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.16666673} {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.16666673};CandidatesByNpts->ClustersByDistribution";89.97684963442386"; {DBCLASD_PTS=9.444445} {DBCLASD_PTS=9.444445};DistanceInformation->ClusterByDensityPeak";85.87409577305954"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.7777777};DenseAreas->ClusterByPartition";95.67796920570902"; {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.23333336} {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.23333336};CandidatesByDistance->ClusterByConnectiveness";95.57006866101129"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=7.3333335} {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=7.3333335};AdaptableKDTree->MergeByDistance";92.15179297267825"; {DESCRY_DENSITY=20.666666, DESCRY_K=20.0} {DESCRY_DENSITY=20.666666, DESCRY_K=20.0};CandidatesByNpts->ClusterByConnectiveness";89.42773205587888"; {DBCLASD_PTS=15.777779} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=9.444445};DenseAreas->ClusterByPartition";93.5074875904839"; {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.10000007} {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.10000007}
CandidatesBySNN->MergeByOverlap";0.0"; {K_THRESHOLD=45.555557} {PHC_GRID=28.666668, PHC_RADIUS=7.3333335};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.2222222};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";94.24600822846388"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.3333335} {DBCLASD_PTS=5.2222223} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=7.3333335};CandidatesByNpts->ClustersByDistribution";86.69692904213146"; {DBCLASD_PTS=17.88889} {DBCLASD_PTS=17.88889};DistanceInformation->CandidatesByNpts->ClustersByDistribution";83.54926809759876"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};CandidatesByDistance->ClustersByDistribution";94.52986968559411"; {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=11.555555} {DBCLASD_PTS=11.555555};CandidatesByNpts->ClusterByConnectiveness";95.13556775042635"; {DBCLASD_PTS=13.666667} {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=20.0};DenseAreas->ClusterByPartition";89.90480280930704"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.033333424} {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.033333424};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=17.88889} {DBCLASD_PTS=17.88889};CandidatesBySNN->SNNByConnectiveness";84.52390631300784"; {K_THRESHOLD=45.555557} {SNN_NUM_PTS=8.222222, K_THRESHOLD=45.555557, SNN_MAX_DIST=23.0}
AttractionTree->DensityTree";99.83557699370739"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=26.666666, DHC_MINPTS=6.6666665} {DHC_SIGMA=5.666667, DHC_THRESHOLD=26.666666, DHC_MINPTS=6.6666665};CandidatesByDistance->ClustersByDistribution";69.43568160114751"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=15.777779} {DBCLASD_PTS=9.444445};AdaptableKDTree->MergeByDistance";92.31854656574878"; {DESCRY_DENSITY=14.111111, DESCRY_K=6.0} {DESCRY_DENSITY=14.111111, DESCRY_K=6.0};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.6666667} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.6666667};DistanceInformation->ClusterByDensityPeak";72.8062958642207"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.7777777};CandidatesByNpts->ClusterByConnectiveness";93.70296313769347"; {DBCLASD_PTS=13.666667} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=3.1111112};CandidatesByDistance->ClusterByConnectiveness";93.83386767717516"; {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=11.555555} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=11.555555};CandidatesByNpts->ClustersByDistribution";85.09766385324974"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=10.555555} {AMR_LAMBDA=6.3333335, AMR_SLICES=10.555555, AMR_DENSITY=9.444445} {DESCRY_DENSITY=20.666666, DESCRY_K=4.0};DistanceInformation->ClusterByDensityPeak";58.5008114771544"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.3333335} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.3333335}
DenseAreas->ClusterByPartition";94.67727151861601"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.16666673} {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.16666673};DistanceInformation->ClusterByDensityPeak";57.06689804536978"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=2.1111112};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";91.82781232846791"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.4444444} {DBCLASD_PTS=20.0} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=13.666667};CandidatesByDistance->ClustersByDistribution";79.15861737407556"; {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=3.1111112} {DBCLASD_PTS=5.2222223};DistanceInformation->ClusterByDensityPeak";59.32039111799241"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.1111112};AdaptableKDTree->MergeByDistance";92.64949010907728"; {DESCRY_DENSITY=60.0, DESCRY_K=8.0} {DESCRY_DENSITY=60.0, DESCRY_K=8.0};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";92.84308399971371"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=17.88889} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=20.0};CandidatesByDistance->ClustersByDistribution";83.50353879125615"; {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=5.2222223} {DBCLASD_PTS=9.444445};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=5.2222223} {DBCLASD_PTS=5.2222223};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=20.0} {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=20.0}
DistanceInformation->ClusterByDensityPeak";58.5008114771544"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.1111112};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=7.5555553, DENCLUE_EPSILON=20.0};DistanceInformation->CandidatesByNpts->ClustersByDistribution";89.07156809179406"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=9.444445} {DBCLASD_PTS=9.444445};DistanceInformation->ClusterByDensityPeak";76.82403620978788"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.7777777};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=40.333332, DESCRY_K=6.0} {AMR_LAMBDA=25.0, AMR_SLICES=24.444443, AMR_DENSITY=17.88889};CandidatesByDistance->ClustersByDistribution";90.54634598379292"; {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=9.444445} {DBCLASD_PTS=20.0};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {K_THRESHOLD=36.666668} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=3.0};DistanceInformation->ClusterByDensityPeak";80.09369028237381"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=1.2222222};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=21.666666} {AMR_LAMBDA=11.666667, AMR_SLICES=21.666666, AMR_DENSITY=17.88889} {AMR_LAMBDA=11.666667, AMR_SLICES=21.666666, AMR_DENSITY=17.88889};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0}
