B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
AdaptableKDTree->MergeByDistance";92.8327293505766"; {DESCRY_DENSITY=40.333332, DESCRY_K=6.0} {DESCRY_DENSITY=40.333332, DESCRY_K=6.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0}
Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=7.7777777} {AMR_LAMBDA=14.333334, AMR_SLICES=7.7777777, AMR_DENSITY=7.3333335} {DESCRY_DENSITY=20.666666, DESCRY_K=14.0};AttractionTree->DensityTree";99.92456326694385"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=54.444443, DHC_MINPTS=6.6666665} {DHC_SIGMA=10.333334, DHC_THRESHOLD=54.444443, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.91279727537542"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=16.666666} {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=16.666666};AttractionTree->DensityTree";99.90200381284272"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=54.444443, DHC_MINPTS=20.0} {DHC_SIGMA=8.777778, DHC_THRESHOLD=54.444443, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.90942436707986"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=54.444443, DHC_MINPTS=10.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=54.444443, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.8482952323366"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=54.444443, DHC_MINPTS=20.0} {DHC_SIGMA=5.666667, DHC_THRESHOLD=54.444443, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.85249405769227"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=26.666666, DHC_MINPTS=15.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=26.666666, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.81268329568863"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=32.22222, DHC_MINPTS=8.333333} {DHC_SIGMA=8.777778, DHC_THRESHOLD=32.22222, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=18.333332} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=13.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=13.333333}
DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.26666668} {DENCLUE_SIGMA=33.77778, DENCLUE_EPSILON=11.155556};AttractionTree->DensityTree";99.2980542122583"; {DHC_SIGMA=15.0, DHC_THRESHOLD=15.555555, DHC_MINPTS=16.666666} {DHC_SIGMA=15.0, DHC_THRESHOLD=15.555555, DHC_MINPTS=16.666666};AttractionTree->DensityTree";99.90955777262309"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=46.888885, DESCRY_K=10.0} {PHC_GRID=50.0, PHC_RADIUS=28.666668};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=7.5555553, DESCRY_K=10.0} {PHC_GRID=7.3333335, PHC_RADIUS=28.666668};AttractionTree->DensityTree";99.81406901975234"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=21.11111, DHC_MINPTS=8.333333} {DHC_SIGMA=5.666667, DHC_THRESHOLD=21.11111, DHC_MINPTS=8.333333};ASH->AttractionTree->DensityTree";98.64500744621797"; {DENCLUE_SIGMA=60.0, DENCLUE_EPSILON=2.311111} {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=8.333333} {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=8.333333};ASH->AttractionTree->DensityTree";99.63070025854944"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=4.522222} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=21.11111, DHC_MINPTS=11.666666} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=21.11111, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.90824662519503"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=8.944445} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=48.888885, DHC_MINPTS=11.666666} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=48.888885, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.90942436707986"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=54.444443, DHC_MINPTS=20.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=54.444443, DHC_MINPTS=20.0}
CandidatesBySNN->MergeByOverlap";0.0"; {K_THRESHOLD=18.88889} {PHC_GRID=12.666667, PHC_RADIUS=18.0};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=53.444443, DESCRY_K=20.0} {PHC_GRID=18.0, PHC_RADIUS=34.0};AttractionTree->DensityTree";99.5135857932445"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=54.444443, DHC_MINPTS=15.0} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=54.444443, DHC_MINPTS=15.0};DenseAreas->ClusterByPartition";95.9610380413899"; {CLIQUE_SLICES=15.333334, CLIQUE_THRESHOLD=0.16666673} {CLIQUE_SLICES=15.333334, CLIQUE_THRESHOLD=0.16666673};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=33.77778, DESCRY_K=8.0} {PHC_GRID=23.333334, PHC_RADIUS=28.666668};DenseAreas->ClusterByPartition";96.42970973252748"; {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.16666673} {CLIQUE_SLICES=23.555555, CLIQUE_THRESHOLD=0.16666673};AdaptableKDTree->MergeByDistance";92.15179297267825"; {DESCRY_DENSITY=20.666666, DESCRY_K=20.0} {DESCRY_DENSITY=20.666666, DESCRY_K=20.0};ASH->AttractionTree->DensityTree";99.51000366065793"; {DENCLUE_SIGMA=33.77778, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=5.666667, DHC_THRESHOLD=21.11111, DHC_MINPTS=11.666666} {DHC_SIGMA=5.666667, DHC_THRESHOLD=21.11111, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.88043934083544"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=6.6666665} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=6.6666665};ASH->AttractionTree->DensityTree";99.7884899012692"; {DENCLUE_SIGMA=33.77778, DENCLUE_EPSILON=11.155556} {DHC_SIGMA=4.111111, DHC_THRESHOLD=48.888885, DHC_MINPTS=15.0} {DHC_SIGMA=4.111111, DHC_THRESHOLD=48.888885, DHC_MINPTS=15.0}
DenseAreas->ClusterByPartition";95.19291876078228"; {CLIQUE_SLICES=11.222222, CLIQUE_THRESHOLD=0.1333334} {CLIQUE_SLICES=11.222222, CLIQUE_THRESHOLD=0.1333334};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=4.0} {PHC_GRID=28.666668, PHC_RADIUS=44.666668};DenseAreas->ClusterByPartition";96.79579331944"; {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.16666673} {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.16666673};CandidatesByNpts->ClusterByConnectiveness";95.69335597450078"; {DBCLASD_PTS=7.3333335} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=5.2222223};CandidatesByNpts->ClustersByDistribution";91.17762922056392"; {DBCLASD_PTS=7.3333335} {DBCLASD_PTS=7.3333335};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";94.83534647746657"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.7777777} {DBCLASD_PTS=15.777779} {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=17.88889};CandidatesByDistance->ClustersByDistribution";86.54912707945283"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=17.88889} {DBCLASD_PTS=11.555555};CandidatesByDistance->ClustersByDistribution";93.95483866300134"; {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=11.555555} {DBCLASD_PTS=20.0};AttractionTree->DensityTree";99.81268329568863"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=32.22222, DHC_MINPTS=10.0} {DHC_SIGMA=8.777778, DHC_THRESHOLD=32.22222, DHC_MINPTS=10.0};CandidatesByDistance->ClustersByDistribution";93.93853852702951"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=9.444445} {DBCLASD_PTS=5.2222223}
CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=20.0} {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=20.0};AdaptableKDTree->MergeByDistance";93.97306412050442"; {DESCRY_DENSITY=60.0, DESCRY_K=14.0} {DESCRY_DENSITY=60.0, DESCRY_K=14.0};CandidatesByNpts->ClusterByConnectiveness";94.64571269181614"; {DBCLASD_PTS=11.555555} {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=20.0};CandidatesByDistance->ClusterByConnectiveness";93.4593379683022"; {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=5.2222223} {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=5.2222223};CandidatesByDistance->ClustersByDistribution";86.76403145272202"; {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=5.2222223} {DBCLASD_PTS=7.3333335};AdaptableKDTree->MergeByDistance";92.7186573592648"; {DESCRY_DENSITY=60.0, DESCRY_K=10.0} {DESCRY_DENSITY=60.0, DESCRY_K=10.0};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.8888888} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.8888888};CandidatesByNpts->ClustersByDistribution";91.6571782908325"; {DBCLASD_PTS=7.3333335} {DBCLASD_PTS=7.3333335};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=33.77778, DESCRY_K=20.0} {PHC_GRID=34.0, PHC_RADIUS=44.666668};AdaptableKDTree->MergeByDistance";92.15179297267825"; {DESCRY_DENSITY=20.666666, DESCRY_K=20.0} {DESCRY_DENSITY=20.666666, DESCRY_K=20.0}
ClustersByAttractors";0.0"; {DENCLUE_SIGMA=33.77778, DENCLUE_EPSILON=15.577778};AdaptableKDTree->MergeByDistance";93.65426464089681"; {DESCRY_DENSITY=60.0, DESCRY_K=12.0} {DESCRY_DENSITY=60.0, DESCRY_K=12.0};AdaptableKDTree->MergeByDistance";94.51474927416669"; {DESCRY_DENSITY=40.333332, DESCRY_K=20.0} {DESCRY_DENSITY=40.333332, DESCRY_K=20.0};DistanceInformation->ClusterByDensityPeak";72.8062958642207"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.7777777};AdaptableKDTree->MergeByDistance";85.25422641519903"; {DESCRY_DENSITY=27.222221, DESCRY_K=8.0} {DESCRY_DENSITY=27.222221, DESCRY_K=8.0};CandidatesByNpts->ClusterByConnectiveness";91.80914616130084"; {DBCLASD_PTS=7.3333335} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=11.555555};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";58.5008114771544"; {K_THRESHOLD=45.555557} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.7777777};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=33.77778, DESCRY_K=6.0} {AMR_LAMBDA=22.333334, AMR_SLICES=30.0, AMR_DENSITY=15.777779};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=46.888885, DESCRY_K=20.0} {PHC_GRID=50.0, PHC_RADIUS=50.0};AdaptableKDTree->MergeByDistance";91.06241118371975"; {DESCRY_DENSITY=14.111111, DESCRY_K=16.0} {DESCRY_DENSITY=14.111111, DESCRY_K=16.0}
AdaptableKDTree->MergeByDistance";90.34565281077775"; {DESCRY_DENSITY=20.666666, DESCRY_K=12.0} {DESCRY_DENSITY=20.666666, DESCRY_K=12.0};AdaptableKDTree->MergeByDistance";92.7186573592648"; {DESCRY_DENSITY=33.77778, DESCRY_K=10.0} {DESCRY_DENSITY=33.77778, DESCRY_K=10.0};AdaptableKDTree->MergeByDistance";93.55954828742658"; {DESCRY_DENSITY=60.0, DESCRY_K=16.0} {DESCRY_DENSITY=60.0, DESCRY_K=16.0};ASH->ClustersByAttractors";0.0"; {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=2.311111} {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=2.311111};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.6666667} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.6666667};AdaptableKDTree->MergeByDistance";90.34565281077775"; {DESCRY_DENSITY=20.666666, DESCRY_K=12.0} {DESCRY_DENSITY=20.666666, DESCRY_K=12.0};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=14.111111, DESCRY_K=14.0} {AMR_LAMBDA=25.0, AMR_SLICES=13.333333, AMR_DENSITY=3.1111112};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=30.0} {AMR_LAMBDA=3.6666667, AMR_SLICES=30.0, AMR_DENSITY=5.2222223} {DESCRY_DENSITY=60.0, DESCRY_K=12.0};CandidatesByNpts->ClustersByDistribution";88.16189023109709"; {DBCLASD_PTS=17.88889} {DBCLASD_PTS=17.88889};CandidatesByNpts->ClustersByDistribution";87.40947323823566"; {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779}
DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";93.30529393579052"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=9.444445} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=17.88889};DistanceInformation->CandidatesByNpts->ClustersByDistribution";91.6905864836536"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=3.0} {DBCLASD_PTS=5.2222223} {DBCLASD_PTS=5.2222223};AdaptableKDTree->MergeByDistance";90.34565281077775"; {DESCRY_DENSITY=20.666666, DESCRY_K=12.0} {DESCRY_DENSITY=20.666666, DESCRY_K=12.0};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=46.888885, DENCLUE_EPSILON=20.0};DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.8888888} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=1.8888888};DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=33.666668, DISTANCE_INFO=3.0};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=40.333332, DESCRY_K=4.0} {AMR_LAMBDA=6.3333335, AMR_SLICES=18.88889, AMR_DENSITY=20.0};ASH->ClustersByAttractors";0.0"; {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=11.155556} {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=11.155556};DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.4444444} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=1.4444444};CandidatesByDistance->ClustersByDistribution";86.54912707945283"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=3.1111112} {DBCLASD_PTS=3.1111112}
DistanceInformation->ClusterByDensityPeak";80.09369028237381"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=3.0};CandidatesByNpts->ClusterByConnectiveness";89.66460297862288"; {DBCLASD_PTS=13.666667} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=20.0};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=6.733333};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=16.11111} {AMR_LAMBDA=9.0, AMR_SLICES=16.11111, AMR_DENSITY=11.555555} {PHC_GRID=50.0, PHC_RADIUS=50.0};DistanceInformation->ClusterByDensityPeak";76.82403620978788"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.7777777};DistanceInformation->ClusterByDensityPeak";72.8062958642207"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.1111112};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.5555556} {DBCLASD_PTS=7.3333335} {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=13.666667};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=4.522222};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0}
