B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=53.444443, DESCRY_K=8.0} {PHC_GRID=23.333334, PHC_RADIUS=44.666668};AttractionTree->DensityTree";99.92044342932441"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666} {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.92044342932441"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666} {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666};ASH->AttractionTree->DensityTree";99.99642526878894"; {DENCLUE_SIGMA=27.222221, DENCLUE_EPSILON=6.733333} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666}
ASH->ClustersByAttractors";0.0"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=17.788889} {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=17.788889};AttractionTree->DensityTree";99.89800173901827"; {DHC_SIGMA=15.0, DHC_THRESHOLD=26.666666, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=26.666666, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.90975188195183"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.91279727537542"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=8.333333} {DHC_SIGMA=13.444445, DHC_THRESHOLD=26.666666, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.92044342932441"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=18.333332} {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.91732068147311"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=6.6666665} {DHC_SIGMA=11.888889, DHC_THRESHOLD=60.0, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.92456326694385"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=54.444443, DHC_MINPTS=15.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=54.444443, DHC_MINPTS=15.0};ASH->AttractionTree->DensityTree";99.82008828957385"; {DENCLUE_SIGMA=7.5555553, DENCLUE_EPSILON=15.577778} {DHC_SIGMA=4.111111, DHC_THRESHOLD=15.555555, DHC_MINPTS=8.333333} {DHC_SIGMA=4.111111, DHC_THRESHOLD=15.555555, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.90692748317966"; {DHC_SIGMA=15.0, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0}
DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";96.07813499482643"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.8888888} {DBCLASD_PTS=7.3333335} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=7.3333335};AttractionTree->DensityTree";99.87156593021867"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=54.444443, DHC_MINPTS=11.666666} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=54.444443, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.83958282661071"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=26.666666, DHC_MINPTS=6.6666665} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=26.666666, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.2980542122583"; {DHC_SIGMA=15.0, DHC_THRESHOLD=15.555555, DHC_MINPTS=8.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=15.555555, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.79977624513772"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=15.555555, DHC_MINPTS=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=15.555555, DHC_MINPTS=20.0};ASH->AttractionTree->DensityTree";99.81586389013135"; {DENCLUE_SIGMA=33.77778, DENCLUE_EPSILON=2.311111} {DHC_SIGMA=11.888889, DHC_THRESHOLD=54.444443, DHC_MINPTS=13.333333} {DHC_SIGMA=11.888889, DHC_THRESHOLD=54.444443, DHC_MINPTS=13.333333};AttractionTree->DensityTree";99.90692748317966"; {DHC_SIGMA=15.0, DHC_THRESHOLD=37.77778, DHC_MINPTS=10.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=37.77778, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.89121429442956"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=20.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=32.22222, DHC_MINPTS=20.0};AttractionTree->DensityTree";99.36331045803355"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=32.22222, DHC_MINPTS=18.333332} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=32.22222, DHC_MINPTS=18.333332};CandidatesByNpts->ClusterByConnectiveness";97.7594464252589"; {DBCLASD_PTS=11.555555} {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=7.3333335}
AdaptableKDTree->MergeByDistance";91.13322226620694"; {DESCRY_DENSITY=14.111111, DESCRY_K=20.0} {DESCRY_DENSITY=14.111111, DESCRY_K=20.0};ASH->ClustersByAttractors";99.73729300935975"; {DENCLUE_SIGMA=7.5555553, DENCLUE_EPSILON=2.311111} {DENCLUE_SIGMA=7.5555553, DENCLUE_EPSILON=2.311111};AttractionTree->DensityTree";99.81406901975234"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=21.11111, DHC_MINPTS=13.333333} {DHC_SIGMA=5.666667, DHC_THRESHOLD=21.11111, DHC_MINPTS=13.333333};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=14.0} {PHC_GRID=44.666668, PHC_RADIUS=7.3333335};AttractionTree->DensityTree";99.5135857932445"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=54.444443, DHC_MINPTS=6.6666665} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=54.444443, DHC_MINPTS=6.6666665};ASH->AttractionTree->DensityTree";98.7105375263391"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=15.577778} {DHC_SIGMA=4.111111, DHC_THRESHOLD=32.22222, DHC_MINPTS=6.6666665} {DHC_SIGMA=4.111111, DHC_THRESHOLD=32.22222, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.90200436556943"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=37.77778, DHC_MINPTS=15.0} {DHC_SIGMA=8.777778, DHC_THRESHOLD=37.77778, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.75219528171088"; {DHC_SIGMA=4.111111, DHC_THRESHOLD=32.22222, DHC_MINPTS=16.666666} {DHC_SIGMA=4.111111, DHC_THRESHOLD=32.22222, DHC_MINPTS=16.666666};DenseAreas->ClusterByPartition";90.96866643425446"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.066666745} {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.066666745};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=46.888885, DESCRY_K=18.0} {PHC_GRID=28.666668, PHC_RADIUS=23.333334}
AdaptableKDTree->MergeByDistance";90.34565281077775"; {DESCRY_DENSITY=20.666666, DESCRY_K=12.0} {DESCRY_DENSITY=20.666666, DESCRY_K=12.0};DenseAreas->ClusterByPartition";94.20368114964137"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.20000005} {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.20000005};CandidatesByDistance->ClusterByConnectiveness";94.73180751649508"; {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=9.444445} {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=9.444445};DenseAreas->ClusterByPartition";93.21099897043578"; {CLIQUE_SLICES=11.222222, CLIQUE_THRESHOLD=0.20000005} {CLIQUE_SLICES=11.222222, CLIQUE_THRESHOLD=0.20000005};AdaptableKDTree->MergeByOverlap";96.97665334438804"; {DESCRY_DENSITY=14.111111, DESCRY_K=20.0} {PHC_GRID=44.666668, PHC_RADIUS=28.666668};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=46.888885, DESCRY_K=16.0} {PHC_GRID=50.0, PHC_RADIUS=23.333334};AttractionTree->DensityTree";99.84398827115916"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=32.22222, DHC_MINPTS=11.666666} {DHC_SIGMA=5.666667, DHC_THRESHOLD=32.22222, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.28717937610084"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=37.77778, DHC_MINPTS=16.666666} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=37.77778, DHC_MINPTS=16.666666};CandidatesByDistance->ClustersByDistribution";86.76403145272202"; {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=7.3333335} {DBCLASD_PTS=20.0};CandidatesByNpts->ClustersByDistribution";94.5297098729525"; {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112}
Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=16.11111} {AMR_LAMBDA=22.333334, AMR_SLICES=16.11111, AMR_DENSITY=15.777779} {PHC_GRID=44.666668, PHC_RADIUS=12.666667};DistanceInformation->ClusterByDensityPeak";56.946621042087365"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.4444444} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.4444444};AdaptableKDTree->MergeByDistance";92.8327293505766"; {DESCRY_DENSITY=60.0, DESCRY_K=6.0} {DESCRY_DENSITY=60.0, DESCRY_K=6.0};AdaptableKDTree->MergeByDistance";91.70862205145434"; {DESCRY_DENSITY=27.222221, DESCRY_K=18.0} {DESCRY_DENSITY=27.222221, DESCRY_K=18.0};CandidatesByNpts->ClusterByConnectiveness";94.85116297182539"; {DBCLASD_PTS=7.3333335} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=7.3333335};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";93.50177051424038"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.3333335} {DBCLASD_PTS=5.2222223} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=17.88889};ASH->AttractionTree->DensityTree";98.60107425299621"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=20.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=43.333332, DHC_MINPTS=6.6666665} {DHC_SIGMA=10.333334, DHC_THRESHOLD=43.333332, DHC_MINPTS=6.6666665};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=33.77778, DESCRY_K=20.0} {PHC_GRID=50.0, PHC_RADIUS=23.333334};DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=3.0};CandidatesByNpts->ClusterByConnectiveness";93.86200968097502"; {DBCLASD_PTS=9.444445} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=17.88889}
AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=14.111111, DESCRY_K=4.0} {AMR_LAMBDA=11.666667, AMR_SLICES=7.7777777, AMR_DENSITY=15.777779};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=20.666666, DESCRY_K=20.0} {AMR_LAMBDA=3.6666667, AMR_SLICES=21.666666, AMR_DENSITY=9.444445};CandidatesByNpts->ClusterByConnectiveness";89.1700589955073"; {DBCLASD_PTS=11.555555} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=9.444445};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=33.77778, DENCLUE_EPSILON=6.733333};CandidatesByNpts->ClusterByConnectiveness";93.67523518568844"; {DBCLASD_PTS=9.444445} {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=3.1111112};AdaptableKDTree->MergeByDistance";92.64949010907728"; {DESCRY_DENSITY=60.0, DESCRY_K=8.0} {DESCRY_DENSITY=60.0, DESCRY_K=8.0};DenseAreas->ClustersByAttractors";98.58636225301841"; {CLIQUE_SLICES=7.111111, CLIQUE_THRESHOLD=0.20000005} {DENCLUE_SIGMA=7.5555553, DENCLUE_EPSILON=11.155556};CandidatesBySNN->DistanceInformation->CandidatesByNpts->ClustersByDistribution";94.5297098729525"; {K_THRESHOLD=14.444445} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=3.0} {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};CandidatesByDistance->ClustersByDistribution";81.47795217830726"; {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=11.555555} {DBCLASD_PTS=11.555555};CandidatesByDistance->ClustersByDistribution";90.54634598379292"; {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=9.444445} {DBCLASD_PTS=7.3333335}
Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=7.7777777} {AMR_LAMBDA=9.0, AMR_SLICES=7.7777777, AMR_DENSITY=20.0} {AMR_LAMBDA=9.0, AMR_SLICES=7.7777777, AMR_DENSITY=20.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=7.3333335} {DBSCAN_MAX_DIST=44.555557, DBSCAN_NUM_PTS=7.3333335};DistanceInformation->ClusterByDensityPeak";85.87409577305954"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.1111112};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=20.0} {DBCLASD_PTS=11.555555};CandidatesByDistance->ClusterByConnectiveness";92.05893749697907"; {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=7.3333335} {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=7.3333335};CandidatesByNpts->ClusterByConnectiveness";88.7371776171206"; {DBCLASD_PTS=9.444445} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=3.1111112};AdaptableKDTree->MergeByOverlap";97.17710255234094"; {DESCRY_DENSITY=20.666666, DESCRY_K=4.0} {PHC_GRID=12.666667, PHC_RADIUS=34.0};CandidatesByNpts->ClusterByConnectiveness";94.17438810250952"; {DBCLASD_PTS=17.88889} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=15.777779};DistanceInformation->ClusterByDensityPeak";78.0738444433815"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=2.3333335} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=2.3333335};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {K_THRESHOLD=50.0} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0}
ClustersByAttractors";0.0"; {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=2.311111};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=13.666667} {DBCLASD_PTS=11.555555};DistanceInformation->ClusterByDensityPeak";67.5510354001294"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=1.2222222};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=27.777779} {DBCLASD_PTS=15.777779};CandidatesByNpts->ClustersByDistribution";87.90833684480225"; {DBCLASD_PTS=13.666667} {DBCLASD_PTS=13.666667};CandidatesByDistance->ClustersByDistribution";83.10728791340652"; {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=17.88889} {DBCLASD_PTS=17.88889};AdaptableKDTree->MergeByDistance";94.51474927416669"; {DESCRY_DENSITY=46.888885, DESCRY_K=20.0} {DESCRY_DENSITY=46.888885, DESCRY_K=20.0};CandidatesByDistance->ClustersByDistribution";93.69104984174186"; {DBSCAN_MAX_DIST=50.0, DBSCAN_NUM_PTS=7.3333335} {DBCLASD_PTS=5.2222223};DistanceInformation->ClusterByDensityPeak";59.32039111799241"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.5555556} {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.5555556};DistanceInformation->ClusterByDensityPeak";80.09369028237381"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=1.2222222} {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=1.2222222}
AttractionTree->DensityTree";99.92044342932441"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666} {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666};DistanceInformation->CandidatesByNpts->ClustersByDistribution";0.0"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=60.0, DENCLUE_EPSILON=6.733333};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=15.777779} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=15.777779};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=50.0} {DESCRY_DENSITY=14.111111, DESCRY_K=12.0};CandidatesBySNN->SNNByConnectiveness";82.42635733770173"; {K_THRESHOLD=50.0} {SNN_NUM_PTS=26.88889, K_THRESHOLD=50.0, SNN_MAX_DIST=12.0};DistanceInformation->CandidatesByNpts->ClustersByDistribution";93.29281365058308"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=5.2222223} {DBCLASD_PTS=5.2222223};AdaptableKDTree->MergeByDistance";93.55954828742658"; {DESCRY_DENSITY=60.0, DESCRY_K=16.0} {DESCRY_DENSITY=60.0, DESCRY_K=16.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=11.555555} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=11.555555};DistanceInformation->ClusterByDensityPeak";56.946621042087365"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=3.0}
