B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
ASH->AttractionTree->DensityTree";96.95720866092994"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=27.222221} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778};ASH->AttractionTree->DensityTree";96.95720866092994"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=27.222221} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778};ASH->AttractionTree->DensityTree";96.95720866092994"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=27.222221} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778};ASH->AttractionTree->DensityTree";96.95720866092994"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=27.222221} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778};ASH->AttractionTree->DensityTree";96.95720866092994"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=27.222221} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778};ASH->AttractionTree->DensityTree";96.95720866092994"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=27.222221} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778};ASH->AttractionTree->DensityTree";96.95720866092994"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=27.222221} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778};ASH->AttractionTree->DensityTree";96.95720866092994"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=27.222221} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778} {DHC_SIGMA=15.0, DHC_MINPTS=16.666666, DHC_THRESHOLD=37.77778};ASH->AttractionTree->DensityTree";97.141318947303"; {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=20.666666} {DHC_SIGMA=8.777778, DHC_MINPTS=16.666666, DHC_THRESHOLD=54.444443} {DHC_SIGMA=8.777778, DHC_MINPTS=16.666666, DHC_THRESHOLD=54.444443};ASH->AttractionTree->DensityTree";97.141318947303"; {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=20.666666} {DHC_SIGMA=8.777778, DHC_MINPTS=16.666666, DHC_THRESHOLD=54.444443} {DHC_SIGMA=8.777778, DHC_MINPTS=16.666666, DHC_THRESHOLD=54.444443}
AttractionTree->DensityTree";94.63147373107645"; {DHC_SIGMA=8.777778, DHC_MINPTS=13.333333, DHC_THRESHOLD=15.555555} {DHC_SIGMA=8.777778, DHC_MINPTS=13.333333, DHC_THRESHOLD=15.555555};AttractionTree->DensityTree";92.08613536900494"; {DHC_SIGMA=11.888889, DHC_MINPTS=13.333333, DHC_THRESHOLD=15.555555} {DHC_SIGMA=11.888889, DHC_MINPTS=13.333333, DHC_THRESHOLD=15.555555};AttractionTree->DensityTree";92.2126759011344"; {DHC_SIGMA=5.666667, DHC_MINPTS=15.0, DHC_THRESHOLD=60.0} {DHC_SIGMA=5.666667, DHC_MINPTS=15.0, DHC_THRESHOLD=60.0};AttractionTree->DensityTree";95.20876242716707"; {DHC_SIGMA=4.111111, DHC_MINPTS=20.0, DHC_THRESHOLD=37.77778} {DHC_SIGMA=4.111111, DHC_MINPTS=20.0, DHC_THRESHOLD=37.77778};AdaptableKDTree->MergeByDistance";90.1941932430908"; {DESCRY_DENSITY=46.888885, DESCRY_K=4.0} {DESCRY_DENSITY=46.888885, DESCRY_K=4.0};AttractionTree->DensityTree";96.14008353170959"; {DHC_SIGMA=15.0, DHC_MINPTS=11.666666, DHC_THRESHOLD=26.666666} {DHC_SIGMA=15.0, DHC_MINPTS=11.666666, DHC_THRESHOLD=26.666666};AttractionTree->DensityTree";95.52588886533165"; {DHC_SIGMA=2.5555556, DHC_MINPTS=15.0, DHC_THRESHOLD=26.666666} {DHC_SIGMA=2.5555556, DHC_MINPTS=15.0, DHC_THRESHOLD=26.666666};AdaptableKDTree->MergeByDistance";90.1941932430908"; {DESCRY_DENSITY=40.333332, DESCRY_K=4.0} {DESCRY_DENSITY=40.333332, DESCRY_K=4.0};AttractionTree->DensityTree";95.7261211824742"; {DHC_SIGMA=11.888889, DHC_MINPTS=10.0, DHC_THRESHOLD=37.77778} {DHC_SIGMA=11.888889, DHC_MINPTS=10.0, DHC_THRESHOLD=37.77778};AttractionTree->DensityTree";95.3300265977043"; {DHC_SIGMA=10.333334, DHC_MINPTS=16.666666, DHC_THRESHOLD=54.444443} {DHC_SIGMA=10.333334, DHC_MINPTS=16.666666, DHC_THRESHOLD=54.444443}
ClustersByAttractors";0.0"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=53.444443};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";85.50513849321042"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.6666667} {DBCLASD_PTS=5.2222223} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=33.666668};AdaptableKDTree->MergeByOverlap";90.1941932430908"; {DESCRY_DENSITY=14.111111, DESCRY_K=10.0} {PHC_RADIUS=18.0, PHC_GRID=34.0};AttractionTree->DensityTree";92.2126759011344"; {DHC_SIGMA=5.666667, DHC_MINPTS=16.666666, DHC_THRESHOLD=60.0} {DHC_SIGMA=5.666667, DHC_MINPTS=16.666666, DHC_THRESHOLD=60.0};AdaptableKDTree->MergeByDistance";88.87746621829447"; {DESCRY_DENSITY=7.5555553, DESCRY_K=18.0} {DESCRY_DENSITY=7.5555553, DESCRY_K=18.0};AdaptableKDTree->MergeByDistance";90.1941932430908"; {DESCRY_DENSITY=33.77778, DESCRY_K=16.0} {DESCRY_DENSITY=33.77778, DESCRY_K=16.0};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";80.72833323985775"; {DPCI_DC_PERCENT=44.555557, DISTANCE_INFO=1.8888888} {DBCLASD_PTS=7.3333335} {DBSCAN_NUM_PTS=9.444445, DBSCAN_MAX_DIST=22.777779};CandidatesByNpts->ClusterByConnectiveness";78.45681288919653"; {DBCLASD_PTS=7.3333335} {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=22.777779};CandidatesBySNN->DistanceInformation->ClusterByDensityPeak";74.24016701519322"; {K_THRESHOLD=36.666668} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.4444444} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=1.4444444};AdaptableKDTree->MergeByDistance";90.1941932430908"; {DESCRY_DENSITY=27.222221, DESCRY_K=4.0} {DESCRY_DENSITY=27.222221, DESCRY_K=4.0}
DistanceInformation->ClusterByDensityPeak";79.91668076344689"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=3.0};CandidatesByDistance->ClustersByDistribution";82.31642108040613"; {DBSCAN_NUM_PTS=3.1111112, DBSCAN_MAX_DIST=6.4444447} {DBCLASD_PTS=5.2222223};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=15.777779} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=22.777779};CandidatesByNpts->ClustersByDistribution";75.82960537397986"; {DBCLASD_PTS=17.88889} {DBCLASD_PTS=17.88889};CandidatesByDistance->ClustersByDistribution";58.119329689901754"; {DBSCAN_NUM_PTS=3.1111112, DBSCAN_MAX_DIST=28.222223} {DBCLASD_PTS=20.0};CandidatesByDistance->ClusterByConnectiveness";83.09691490542967"; {DBSCAN_NUM_PTS=3.1111112, DBSCAN_MAX_DIST=11.888889} {DBSCAN_NUM_PTS=3.1111112, DBSCAN_MAX_DIST=11.888889};DistanceInformation->ClusterByDensityPeak";76.33580966062704"; {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=2.3333335} {DPCI_DC_PERCENT=88.111115, DISTANCE_INFO=2.3333335};CandidatesByDistance->ClustersByDistribution";76.09079034392371"; {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=17.333334} {DBCLASD_PTS=17.88889};DistanceInformation->ClusterByDensityPeak";68.49271195504883"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.1111112} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.1111112};AdaptableKDTree->MergeByDistance";88.87746621829447"; {DESCRY_DENSITY=7.5555553, DESCRY_K=20.0} {DESCRY_DENSITY=7.5555553, DESCRY_K=20.0}
CandidatesByDistance->ClustersByDistribution";84.36249192430671"; {DBSCAN_NUM_PTS=17.88889, DBSCAN_MAX_DIST=28.222223} {DBCLASD_PTS=7.3333335};CandidatesByDistance->ClustersByDistribution";67.85645675704113"; {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=50.0} {DBCLASD_PTS=9.444445};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=17.88889, DBSCAN_MAX_DIST=50.0} {DBSCAN_NUM_PTS=17.88889, DBSCAN_MAX_DIST=50.0};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";64.41043048635858"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=1.8888888} {DBCLASD_PTS=9.444445} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=6.4444447};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=46.888885} {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=46.888885};CandidatesByDistance->ClustersByDistribution";79.83416670219184"; {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=44.555557} {DBCLASD_PTS=20.0};DenseAreas->ClusterByPartition";72.77103801527242"; {CLIQUE_THRESHOLD=0.16666673, CLIQUE_SLICES=11.222222} {CLIQUE_THRESHOLD=0.16666673, CLIQUE_SLICES=11.222222};DistanceInformation->ClusterByDensityPeak";68.49271195504883"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.5555556} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.5555556};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=6.4444447} {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=6.4444447};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";85.77860782419322"; {DPCI_DC_PERCENT=55.444447, DISTANCE_INFO=2.5555556} {DBCLASD_PTS=3.1111112} {DBSCAN_NUM_PTS=17.88889, DBSCAN_MAX_DIST=44.555557}
DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_THRESHOLD=0.033333424, CLIQUE_SLICES=35.88889} {DENCLUE_EPSILON=8.944445, DENCLUE_SIGMA=40.333332};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=14.111111, DESCRY_K=20.0} {AMR_LAMBDA=25.0, AMR_DENSITY=3.1111112, AMR_SLICES=13.333333};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=16.0} {PHC_RADIUS=44.666668, PHC_GRID=50.0};AdaptableKDTree->MergeByDistance";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=10.0} {DESCRY_DENSITY=60.0, DESCRY_K=10.0};ASH->ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=46.888885} {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=46.888885};CandidatesByNpts->ClustersByDistribution";64.14512864670615"; {DBCLASD_PTS=11.555555} {DBCLASD_PTS=11.555555};CandidatesByNpts->ClustersByDistribution";51.49817937809553"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};DistanceInformation->ClusterByDensityPeak";63.70105240013248"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=1.4444444} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=1.4444444};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=33.666668} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=33.666668};DenseAreas->ClusterByPartition";0.0"; {CLIQUE_THRESHOLD=0.16666673, CLIQUE_SLICES=31.777779} {CLIQUE_THRESHOLD=0.16666673, CLIQUE_SLICES=31.777779}
DenseAreas->AMRTree->MergeByDistance";0.0"; {CLIQUE_THRESHOLD=0.1333334, CLIQUE_SLICES=40.0} {AMR_LAMBDA=25.0, AMR_DENSITY=3.1111112, AMR_SLICES=24.444443} {DESCRY_DENSITY=7.5555553, DESCRY_K=8.0};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=5.2222223} {DBCLASD_PTS=5.2222223};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=6.733333, DENCLUE_SIGMA=46.888885};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=16.11111} {AMR_LAMBDA=25.0, AMR_DENSITY=20.0, AMR_SLICES=16.11111} {AMR_LAMBDA=25.0, AMR_DENSITY=20.0, AMR_SLICES=16.11111};CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=27.777779} {DBCLASD_PTS=5.2222223};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=17.788889, DENCLUE_SIGMA=7.5555553};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=2.3333335} {DBCLASD_PTS=7.3333335} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=28.222223};DistanceInformation->CandidatesByNpts->ClustersByDistribution";0.0"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.3333335} {DBCLASD_PTS=13.666667} {DBCLASD_PTS=13.666667};CandidatesBySNN->MergeByDistance";0.0"; {K_THRESHOLD=23.333334} {DESCRY_DENSITY=27.222221, DESCRY_K=6.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=20.0, DENCLUE_SIGMA=53.444443}
CandidatesByNpts->ClustersByDistribution";66.91473768538145"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=9.444445} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=44.555557};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=3.1111112, DBSCAN_MAX_DIST=6.4444447} {DBSCAN_NUM_PTS=3.1111112, DBSCAN_MAX_DIST=6.4444447};CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=39.111115} {DBCLASD_PTS=5.2222223};DenseAreas->AMRTree->ClustersAMR";0.0"; {CLIQUE_THRESHOLD=0.3, CLIQUE_SLICES=23.555555} {AMR_LAMBDA=22.333334, AMR_DENSITY=15.777779, AMR_SLICES=7.7777777} {AMR_LAMBDA=22.333334, AMR_DENSITY=15.777779, AMR_SLICES=7.7777777};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_THRESHOLD=0.3, CLIQUE_SLICES=11.222222} {DENCLUE_EPSILON=8.944445, DENCLUE_SIGMA=60.0};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=27.222221} {AMR_LAMBDA=11.666667, AMR_DENSITY=9.444445, AMR_SLICES=27.222221} {PHC_RADIUS=44.666668, PHC_GRID=23.333334};CandidatesByNpts->ClusterByConnectiveness";0.0"; {DBCLASD_PTS=15.777779} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=6.4444447};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=53.444443, DESCRY_K=6.0} {PHC_RADIUS=23.333334, PHC_GRID=34.0};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=10.555555} {AMR_LAMBDA=19.666668, AMR_DENSITY=11.555555, AMR_SLICES=10.555555} {DESCRY_DENSITY=46.888885, DESCRY_K=14.0}
AdaptableKDTree->MergeByDistance";90.1941932430908"; {DESCRY_DENSITY=27.222221, DESCRY_K=20.0} {DESCRY_DENSITY=27.222221, DESCRY_K=20.0};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=7.7777777} {AMR_LAMBDA=6.3333335, AMR_DENSITY=9.444445, AMR_SLICES=7.7777777} {DESCRY_DENSITY=60.0, DESCRY_K=16.0};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=16.11111} {AMR_LAMBDA=6.3333335, AMR_DENSITY=9.444445, AMR_SLICES=16.11111} {AMR_LAMBDA=6.3333335, AMR_DENSITY=9.444445, AMR_SLICES=16.11111};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=3.0} {DBCLASD_PTS=20.0} {DBSCAN_NUM_PTS=20.0, DBSCAN_MAX_DIST=50.0};CandidatesByNpts->ClustersByDistribution";0.0"; {DBCLASD_PTS=7.3333335} {DBCLASD_PTS=7.3333335};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=60.0};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=2.311111, DENCLUE_SIGMA=46.888885};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=30.0} {AMR_LAMBDA=3.6666667, AMR_DENSITY=20.0, AMR_SLICES=30.0} {AMR_LAMBDA=3.6666667, AMR_DENSITY=20.0, AMR_SLICES=30.0};DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_THRESHOLD=0.1333334, CLIQUE_SLICES=31.777779} {DENCLUE_EPSILON=11.155556, DENCLUE_SIGMA=33.77778};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=17.788889, DENCLUE_SIGMA=53.444443}
CandidatesBySNN->MergeByOverlap";0.0"; {K_THRESHOLD=41.111115} {PHC_RADIUS=44.666668, PHC_GRID=12.666667};AdaptableKDTree->MergeByDistance";0.0"; {DESCRY_DENSITY=53.444443, DESCRY_K=14.0} {DESCRY_DENSITY=53.444443, DESCRY_K=14.0};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=50.0} {DBSCAN_NUM_PTS=7.3333335, DBSCAN_MAX_DIST=50.0};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=24.444443} {AMR_LAMBDA=11.666667, AMR_DENSITY=5.2222223, AMR_SLICES=24.444443} {PHC_RADIUS=28.666668, PHC_GRID=28.666668};AdaptableKDTree->MergeByOverlap";0.0"; {DESCRY_DENSITY=60.0, DESCRY_K=18.0} {PHC_RADIUS=50.0, PHC_GRID=7.3333335};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=39.111115} {DBSCAN_NUM_PTS=5.2222223, DBSCAN_MAX_DIST=39.111115};ClustersByAttractors";0.0"; {DENCLUE_EPSILON=4.522222, DENCLUE_SIGMA=33.77778};AdaptableKDTree->ClustersAMR";0.0"; {DESCRY_DENSITY=14.111111, DESCRY_K=16.0} {AMR_LAMBDA=25.0, AMR_DENSITY=13.666667, AMR_SLICES=27.222221};CandidatesByDistance->ClusterByConnectiveness";0.0"; {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=44.555557} {DBSCAN_NUM_PTS=15.777779, DBSCAN_MAX_DIST=44.555557};Equally Sized Grid->AMRTree->MergeByDistance";0.0"; {AMR_SLICES=7.7777777} {AMR_LAMBDA=9.0, AMR_DENSITY=5.2222223, AMR_SLICES=7.7777777} {DESCRY_DENSITY=46.888885, DESCRY_K=16.0}
