B1";F1";P1;B2";F2";P2;B3";F3";P3;B4";F4";P4;B5";F5";P5;B6";F6";P6;B7";F7";P7;B8";F8";P8;B9";F9";P9;B10";F10";P10
CandidatesByNpts->ClustersByDistribution";86.03946971786158"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};ASH->AttractionTree->DensityTree";99.91120901195194"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=4.522222} {DHC_SIGMA=4.111111, DHC_THRESHOLD=26.666666, DHC_MINPTS=13.333333} {DHC_SIGMA=4.111111, DHC_THRESHOLD=26.666666, DHC_MINPTS=13.333333};ASH->AttractionTree->DensityTree";99.91120901195194"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=4.522222} {DHC_SIGMA=4.111111, DHC_THRESHOLD=26.666666, DHC_MINPTS=13.333333} {DHC_SIGMA=4.111111, DHC_THRESHOLD=26.666666, DHC_MINPTS=13.333333};ASH->AttractionTree->DensityTree";99.91120901195194"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=4.522222} {DHC_SIGMA=4.111111, DHC_THRESHOLD=26.666666, DHC_MINPTS=13.333333} {DHC_SIGMA=4.111111, DHC_THRESHOLD=26.666666, DHC_MINPTS=13.333333};AttractionTree->DensityTree";99.92044342932441"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=48.888885, DHC_MINPTS=10.0} {DHC_SIGMA=11.888889, DHC_THRESHOLD=48.888885, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=13.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=13.333333};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333};AttractionTree->DensityTree";99.92657274071996"; {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333};ASH->AttractionTree->DensityTree";99.97870644942533"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=11.155556} {DHC_SIGMA=5.666667, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333} {DHC_SIGMA=5.666667, DHC_THRESHOLD=60.0, DHC_MINPTS=8.333333}
DenseAreas->ClustersByAttractors";0.0"; {CLIQUE_SLICES=35.88889, CLIQUE_THRESHOLD=0.3} {DENCLUE_SIGMA=60.0, DENCLUE_EPSILON=4.522222};ASH->AttractionTree->DensityTree";99.8837144906516"; {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=20.0} {DHC_SIGMA=15.0, DHC_THRESHOLD=32.22222, DHC_MINPTS=6.6666665} {DHC_SIGMA=15.0, DHC_THRESHOLD=32.22222, DHC_MINPTS=6.6666665};AttractionTree->DensityTree";99.898487411482"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=60.0, DHC_MINPTS=16.666666} {DHC_SIGMA=8.777778, DHC_THRESHOLD=60.0, DHC_MINPTS=16.666666};AttractionTree->DensityTree";99.26719501674519"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=15.555555, DHC_MINPTS=18.333332} {DHC_SIGMA=10.333334, DHC_THRESHOLD=15.555555, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.8482952323366"; {DHC_SIGMA=5.666667, DHC_THRESHOLD=54.444443, DHC_MINPTS=18.333332} {DHC_SIGMA=5.666667, DHC_THRESHOLD=54.444443, DHC_MINPTS=18.333332};AttractionTree->DensityTree";99.92044342932441"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666} {DHC_SIGMA=11.888889, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.88043934083544"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=60.0, DHC_MINPTS=10.0};AttractionTree->DensityTree";99.92456326694385"; {DHC_SIGMA=10.333334, DHC_THRESHOLD=54.444443, DHC_MINPTS=15.0} {DHC_SIGMA=10.333334, DHC_THRESHOLD=54.444443, DHC_MINPTS=15.0};AdaptableKDTree->MergeByOverlap";97.17710255234094"; {DESCRY_DENSITY=27.222221, DESCRY_K=8.0} {PHC_GRID=28.666668, PHC_RADIUS=39.333336};ASH->AttractionTree->DensityTree";99.95866058115237"; {DENCLUE_SIGMA=60.0, DENCLUE_EPSILON=15.577778} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=18.333332} {DHC_SIGMA=15.0, DHC_THRESHOLD=60.0, DHC_MINPTS=18.333332}
CandidatesByDistance->ClustersByDistribution";0.0"; {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=11.555555} {DBCLASD_PTS=9.444445};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=10.0} {PHC_GRID=7.3333335, PHC_RADIUS=50.0};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";97.75153124793357"; {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=2.5555556} {DBCLASD_PTS=11.555555} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=13.666667};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=46.888885, DESCRY_K=20.0} {PHC_GRID=50.0, PHC_RADIUS=23.333334};AttractionTree->DensityTree";99.32956030958002"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=15.555555, DHC_MINPTS=15.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=15.555555, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.81030931684401"; {DHC_SIGMA=4.111111, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666} {DHC_SIGMA=4.111111, DHC_THRESHOLD=43.333332, DHC_MINPTS=11.666666};AttractionTree->DensityTree";99.87156593021867"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=48.888885, DHC_MINPTS=15.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=48.888885, DHC_MINPTS=15.0};AttractionTree->DensityTree";99.92267261034615"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=60.0, DHC_MINPTS=20.0};AdaptableKDTree->MergeByOverlap";97.17710255234094"; {DESCRY_DENSITY=27.222221, DESCRY_K=6.0} {PHC_GRID=12.666667, PHC_RADIUS=7.3333335};AttractionTree->DensityTree";99.898487411482"; {DHC_SIGMA=8.777778, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666} {DHC_SIGMA=8.777778, DHC_THRESHOLD=60.0, DHC_MINPTS=11.666666}
DenseAreas->ClusterByPartition";94.20368114964137"; {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.23333336} {CLIQUE_SLICES=19.444445, CLIQUE_THRESHOLD=0.23333336};CandidatesByNpts->ClusterByConnectiveness";95.77784649946733"; {DBCLASD_PTS=20.0} {DBSCAN_MAX_DIST=22.777779, DBSCAN_NUM_PTS=11.555555};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=33.77778, DESCRY_K=10.0} {PHC_GRID=34.0, PHC_RADIUS=7.3333335};CandidatesByNpts->ClustersByDistribution";94.5297098729525"; {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=40.333332, DESCRY_K=4.0} {PHC_GRID=23.333334, PHC_RADIUS=34.0};AttractionTree->DensityTree";99.75219528171088"; {DHC_SIGMA=4.111111, DHC_THRESHOLD=32.22222, DHC_MINPTS=13.333333} {DHC_SIGMA=4.111111, DHC_THRESHOLD=32.22222, DHC_MINPTS=13.333333};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=8.0} {PHC_GRID=39.333336, PHC_RADIUS=18.0};AttractionTree->DensityTree";99.920493882994"; {DHC_SIGMA=11.888889, DHC_THRESHOLD=37.77778, DHC_MINPTS=16.666666} {DHC_SIGMA=11.888889, DHC_THRESHOLD=37.77778, DHC_MINPTS=16.666666};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=8.0} {PHC_GRID=50.0, PHC_RADIUS=50.0};AttractionTree->DensityTree";99.87156682732171"; {DHC_SIGMA=7.2222223, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0} {DHC_SIGMA=7.2222223, DHC_THRESHOLD=37.77778, DHC_MINPTS=20.0}
CandidatesByDistance->ClustersByDistribution";89.8618250875985"; {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=7.3333335} {DBCLASD_PTS=20.0};CandidatesBySNN->DistanceInformation->CandidatesByNpts->ClustersByDistribution";94.5297098729525"; {K_THRESHOLD=23.333334} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=1.2222222} {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};CandidatesByNpts->ClusterByConnectiveness";94.99348331569661"; {DBCLASD_PTS=20.0} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=20.0};AdaptableKDTree->MergeByDistance";94.51474927416669"; {DESCRY_DENSITY=53.444443, DESCRY_K=20.0} {DESCRY_DENSITY=53.444443, DESCRY_K=20.0};DenseAreas->ClusterByPartition";96.19168498752694"; {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.26666668} {CLIQUE_SLICES=27.666668, CLIQUE_THRESHOLD=0.26666668};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=10.0} {PHC_GRID=44.666668, PHC_RADIUS=34.0};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=18.0} {PHC_GRID=18.0, PHC_RADIUS=39.333336};ASH->AttractionTree->DensityTree";99.32471991370156"; {DENCLUE_SIGMA=14.111111, DENCLUE_EPSILON=13.366667} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=15.555555, DHC_MINPTS=6.6666665} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=15.555555, DHC_MINPTS=6.6666665};CandidatesByDistance->ClusterByConnectiveness";95.89193281636574"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=3.1111112} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=3.1111112};AttractionTree->DensityTree";99.32956030958002"; {DHC_SIGMA=13.444445, DHC_THRESHOLD=15.555555, DHC_MINPTS=20.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=15.555555, DHC_MINPTS=20.0}
ClustersByAttractors";0.0"; {DENCLUE_SIGMA=46.888885, DENCLUE_EPSILON=20.0};DistanceInformation->ClusterByDensityPeak";83.52061809259848"; {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=66.333336, DISTANCE_INFO=3.0};DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";86.14973183944336"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.1111112} {DBCLASD_PTS=9.444445} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=20.0};AdaptableKDTree->MergeByDistance";91.70862205145434"; {DESCRY_DENSITY=27.222221, DESCRY_K=18.0} {DESCRY_DENSITY=27.222221, DESCRY_K=18.0};CandidatesByDistance->ClusterByConnectiveness";95.43345611007913"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=7.3333335} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=7.3333335};AdaptableKDTree->MergeByDistance";94.68455908452306"; {DESCRY_DENSITY=33.77778, DESCRY_K=18.0} {DESCRY_DENSITY=33.77778, DESCRY_K=18.0};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=40.333332, DESCRY_K=12.0} {PHC_GRID=28.666668, PHC_RADIUS=23.333334};DistanceInformation->CandidatesByNpts->ClustersByDistribution";91.66189025773407"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.3333335} {DBCLASD_PTS=7.3333335} {DBCLASD_PTS=7.3333335};CandidatesByDistance->ClusterByConnectiveness";95.38100104526508"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=3.1111112} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=3.1111112};AttractionTree->DensityTree";99.28717937610084"; {DHC_SIGMA=2.5555556, DHC_THRESHOLD=37.77778, DHC_MINPTS=13.333333} {DHC_SIGMA=2.5555556, DHC_THRESHOLD=37.77778, DHC_MINPTS=13.333333}
CandidatesBySNN->ClustersByDistribution";0.0"; {K_THRESHOLD=18.88889} {DBCLASD_PTS=17.88889};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=21.666666} {AMR_LAMBDA=14.333334, AMR_SLICES=21.666666, AMR_DENSITY=17.88889} {AMR_LAMBDA=14.333334, AMR_SLICES=21.666666, AMR_DENSITY=17.88889};DistanceInformation->CandidatesByNpts->ClustersByDistribution";85.6106713483139"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556} {DBCLASD_PTS=17.88889} {DBCLASD_PTS=17.88889};AdaptableKDTree->MergeByDistance";91.37601571899432"; {DESCRY_DENSITY=20.666666, DESCRY_K=6.0} {DESCRY_DENSITY=20.666666, DESCRY_K=6.0};AdaptableKDTree->MergeByDistance";93.97306412050442"; {DESCRY_DENSITY=33.77778, DESCRY_K=14.0} {DESCRY_DENSITY=33.77778, DESCRY_K=14.0};CandidatesByDistance->ClusterByConnectiveness";94.56696850580741"; {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=11.555555} {DBSCAN_MAX_DIST=28.222223, DBSCAN_NUM_PTS=11.555555};AdaptableKDTree->MergeByDistance";92.64949010907728"; {DESCRY_DENSITY=60.0, DESCRY_K=8.0} {DESCRY_DENSITY=60.0, DESCRY_K=8.0};CandidatesByNpts->ClustersByDistribution";91.34985549253648"; {DBCLASD_PTS=5.2222223} {DBCLASD_PTS=5.2222223};CandidatesByDistance->ClusterByConnectiveness";93.83862914663632"; {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=9.444445} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=9.444445};ASH->AttractionTree->DensityTree";98.60422055663096"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=20.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=54.444443, DHC_MINPTS=10.0} {DHC_SIGMA=13.444445, DHC_THRESHOLD=54.444443, DHC_MINPTS=10.0}
DistanceInformation->CandidatesByNpts->ClusterByConnectiveness";0.0"; {DPCI_DC_PERCENT=77.22223, DISTANCE_INFO=1.8888888} {DBCLASD_PTS=13.666667} {DBSCAN_MAX_DIST=17.333334, DBSCAN_NUM_PTS=7.3333335};ASH->ClustersByAttractors";0.0"; {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=17.788889} {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=17.788889};CandidatesByDistance->ClustersByDistribution";69.43568160114751"; {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=9.444445} {DBCLASD_PTS=13.666667};DistanceInformation->CandidatesByNpts->ClustersByDistribution";86.88489219757432"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.5555556} {DBCLASD_PTS=15.777779} {DBCLASD_PTS=15.777779};DenseAreas->ClusterByPartition";91.12797298625779"; {CLIQUE_SLICES=31.777779, CLIQUE_THRESHOLD=0.10000007} {CLIQUE_SLICES=31.777779, CLIQUE_THRESHOLD=0.10000007};CandidatesByNpts->ClustersByDistribution";94.5297098729525"; {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};CandidatesByNpts->ClustersByDistribution";90.478090436682"; {DBCLASD_PTS=7.3333335} {DBCLASD_PTS=7.3333335};CandidatesByNpts->ClusterByConnectiveness";89.39347748796744"; {DBCLASD_PTS=17.88889} {DBSCAN_MAX_DIST=6.4444447, DBSCAN_NUM_PTS=15.777779};AdaptableKDTree->MergeByDistance";92.15179297267825"; {DESCRY_DENSITY=20.666666, DESCRY_K=20.0} {DESCRY_DENSITY=20.666666, DESCRY_K=20.0};ASH->AttractionTree->DensityTree";98.42534532671999"; {DENCLUE_SIGMA=40.333332, DENCLUE_EPSILON=8.944445} {DHC_SIGMA=11.888889, DHC_THRESHOLD=15.555555, DHC_MINPTS=13.333333} {DHC_SIGMA=11.888889, DHC_THRESHOLD=15.555555, DHC_MINPTS=13.333333}
CandidatesBySNN->SNNByConnectiveness";0.0"; {K_THRESHOLD=50.0} {SNN_NUM_PTS=11.333334, K_THRESHOLD=50.0, SNN_MAX_DIST=45.0};ClustersByAttractors";0.0"; {DENCLUE_SIGMA=53.444443, DENCLUE_EPSILON=2.311111};ASH->ClustersByDistribution";0.0"; {DENCLUE_SIGMA=20.666666, DENCLUE_EPSILON=11.155556} {DBCLASD_PTS=3.1111112};DistanceInformation->ClusterByDensityPeak";72.8062958642207"; {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.3333335} {DPCI_DC_PERCENT=11.888889, DISTANCE_INFO=2.3333335};AdaptableKDTree->MergeByDistance";91.06241118371975"; {DESCRY_DENSITY=14.111111, DESCRY_K=16.0} {DESCRY_DENSITY=14.111111, DESCRY_K=16.0};CandidatesByNpts->ClustersByDistribution";94.5297098729525"; {DBCLASD_PTS=3.1111112} {DBCLASD_PTS=3.1111112};CandidatesBySNN->ClusterByConnectiveness";0.0"; {K_THRESHOLD=32.22222} {DBSCAN_MAX_DIST=11.888889, DBSCAN_NUM_PTS=11.555555};CandidatesByDistance->ClustersByDistribution";86.71158618577542"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=3.1111112} {DBCLASD_PTS=7.3333335};CandidatesByNpts->ClustersByDistribution";87.16984446596037"; {DBCLASD_PTS=20.0} {DBCLASD_PTS=20.0};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=60.0, DESCRY_K=16.0} {PHC_GRID=28.666668, PHC_RADIUS=50.0}
DenseAreas->ClusterByPartition";95.9610380413899"; {CLIQUE_SLICES=15.333334, CLIQUE_THRESHOLD=0.20000005} {CLIQUE_SLICES=15.333334, CLIQUE_THRESHOLD=0.20000005};Equally Sized Grid->AMRTree->MergeByOverlap";0.0"; {AMR_SLICES=27.222221} {AMR_LAMBDA=22.333334, AMR_SLICES=27.222221, AMR_DENSITY=7.3333335} {PHC_GRID=7.3333335, PHC_RADIUS=34.0};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=16.11111} {AMR_LAMBDA=9.0, AMR_SLICES=16.11111, AMR_DENSITY=17.88889} {AMR_LAMBDA=9.0, AMR_SLICES=16.11111, AMR_DENSITY=17.88889};DenseAreas->AMRTree->MergeByOverlap";0.0"; {CLIQUE_SLICES=40.0, CLIQUE_THRESHOLD=0.16666673} {AMR_LAMBDA=25.0, AMR_SLICES=21.666666, AMR_DENSITY=5.2222223} {PHC_GRID=12.666667, PHC_RADIUS=12.666667};DistanceInformation->ClusterByDensityPeak";81.97144746622128"; {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=3.0} {DPCI_DC_PERCENT=22.777779, DISTANCE_INFO=3.0};AdaptableKDTree->MergeByDistance";94.51474927416669"; {DESCRY_DENSITY=46.888885, DESCRY_K=20.0} {DESCRY_DENSITY=46.888885, DESCRY_K=20.0};Equally Sized Grid->AMRTree->ClustersAMR";0.0"; {AMR_SLICES=30.0} {AMR_LAMBDA=17.0, AMR_SLICES=30.0, AMR_DENSITY=5.2222223} {AMR_LAMBDA=17.0, AMR_SLICES=30.0, AMR_DENSITY=5.2222223};DistanceInformation->ClusterByDensityPeak";85.87409577305954"; {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.7777777} {DPCI_DC_PERCENT=99.0, DISTANCE_INFO=2.7777777};CandidatesByDistance->ClustersByDistribution";86.71158618577542"; {DBSCAN_MAX_DIST=33.666668, DBSCAN_NUM_PTS=15.777779} {DBCLASD_PTS=5.2222223};AdaptableKDTree->MergeByOverlap";96.83772233983163"; {DESCRY_DENSITY=46.888885, DESCRY_K=10.0} {PHC_GRID=23.333334, PHC_RADIUS=23.333334}
